season,gameId,pointsHomeEvent,pointsAwayEvent,pointsHomeOfficial,pointsAwayOfficial,residual,exact
2024-25,0022401214,126,134,126,134,0,YES
2024-25,0022401215,116,118,116,118,0,YES
2024-25,0022401216,119,104,119,104,0,YES
2024-25,0022401217,98,112,98,112,0,YES
2024-25,0022401218,92,106,92,106,0,YES
2024-25,0022401219,116,109,116,109,0,YES
2024-25,0022401220,116,110,116,110,0,YES
2024-25,0022401221,125,124,125,124,0,YES
2024-25,0022401222,108,121,108,121,0,YES
2024-25,0022401223,121,122,121,122,0,YES
2024-25,0022401224,101,130,101,130,0,YES
2024-25,0022401225,129,130,129,130,0,YES
2024-25,0022401226,144,107,144,107,0,YES
2024-25,0022401227,91,100,91,100,0,YES
2024-25,0022401228,133,143,133,143,0,YES
2025-26,0022500001,125,124,125,124,0,YES
2025-26,0022500002,109,119,109,119,0,YES
2025-26,0022500003,119,111,119,111,0,YES
2025-26,0022500004,92,125,92,125,0,YES
2025-26,0022500005,135,141,135,141,0,YES
2025-26,0022500006,137,131,137,131,0,YES
2025-26,0022500007,95,116,95,116,0,YES
2025-26,0022500008,114,127,114,127,0,YES
2025-26,0022500009,126,124,126,124,0,YES
2025-26,0022500010,102,117,102,117,0,YES
2025-26,0022500011,126,116,126,116,0,YES
2025-26,0022500012,96,119,96,119,0,YES
2025-26,0022500013,142,138,142,138,0,YES
2025-26,0022500014,110,112,110,112,0,YES
2025-26,0022500015,104,136,104,136,0,YES
2025-26,0022500016,97,114,97,114,0,YES
2025-26,0022500017,104,103,104,103,0,YES
2025-26,0022500018,105,95,105,95,0,YES
2025-26,0022500019,128,110,128,110,0,YES
2025-26,0022500020,108,128,108,128,0,YES
2025-26,0022500021,108,109,108,109,0,YES
2025-26,0022500022,101,112,101,112,0,YES
2025-26,0022500023,135,125,135,125,0,YES
2025-26,0022500024,112,117,112,117,0,YES
2025-26,0022500025,118,96,118,96,0,YES
2025-26,0022500026,109,107,109,107,0,YES
2025-26,0022500027,126,124,126,124,0,YES
2025-26,0022500028,123,110,123,110,0,YES
2025-26,0022500029,114,148,114,148,0,YES
2025-26,0022500030,97,109,97,109,0,YES
2025-26,0022500031,107,125,107,125,0,YES
2025-26,0022500032,121,110,121,110,0,YES
2025-26,0022500033,126,108,126,108,0,YES
2025-26,0022500034,118,104,118,104,0,YES
2025-26,0022500035,126,110,126,110,0,YES
2025-26,0022500036,137,97,137,97,0,YES
2025-26,0022500037,129,104,129,104,0,YES
2025-26,0022500038,101,132,101,132,0,YES
2025-26,0022500039,140,132,140,132,0,YES
2025-26,0022500040,105,98,105,98,0,YES
2025-26,0022500041,114,105,114,105,0,YES
2025-26,0022500042,140,116,140,116,0,YES
2025-26,0022500043,147,134,147,134,0,YES
2025-26,0022500044,124,110,124,110,0,YES
2025-26,0022500045,104,118,104,118,0,YES
2025-26,0022500046,127,133,127,133,0,YES
2025-26,0022500047,108,109,108,109,0,YES
2025-26,0022500048,120,109,120,109,0,YES
2025-26,0022500049,105,113,105,113,0,YES
2025-26,0022500050,140,110,140,110,0,YES
2025-26,0022500051,107,143,107,143,0,YES
2025-26,0022500052,118,115,118,115,0,YES
2025-26,0022500053,114,113,114,113,0,YES
2025-26,0022500054,109,112,109,112,0,YES
2025-26,0022500055,112,144,112,144,0,YES
2025-26,0022500056,123,127,123,127,0,YES
2025-26,0022500057,132,113,132,113,0,YES
2025-26,0022500058,103,144,103,144,0,YES
2025-26,0022500059,135,118,135,118,0,YES
2025-26,0022500060,117,114,117,114,0,YES
2025-26,0022500061,101,129,101,129,0,YES
2025-26,0022500062,106,103,106,103,0,YES
2025-26,0022500063,97,95,97,95,0,YES
2025-26,0022500064,113,105,113,105,0,YES
2025-26,0022500065,128,133,128,133,0,YES
2025-26,0022500066,100,104,100,104,0,YES
2025-26,0022500067,102,115,102,115,0,YES
2025-26,0022500068,100,112,100,112,0,YES
2025-26,0022500069,130,123,130,123,0,YES
2025-26,0022500070,103,115,103,115,0,YES
2025-26,0022500071,123,116,123,116,0,YES
2025-26,0022500072,109,112,109,112,0,YES
2025-26,0022500073,119,86,119,86,0,YES
2025-26,0022500074,118,109,118,109,0,YES
2025-26,0022500075,123,119,123,119,0,YES
2025-26,0022500076,136,139,136,139,0,YES
2025-26,0022500077,128,119,128,119,0,YES
2025-26,0022500078,129,119,129,119,0,YES
2025-26,0022500079,107,112,107,112,0,YES
2025-26,0022500080,136,117,136,117,0,YES
2025-26,0022500081,125,121,125,121,0,YES
2025-26,0022500082,118,138,118,138,0,YES
2025-26,0022500083,116,117,116,117,0,YES
2025-26,0022500084,115,111,115,111,0,YES
2025-26,0022500085,128,122,128,122,0,YES
2025-26,0022500086,133,120,133,120,0,YES
2025-26,0022500087,129,108,129,108,0,YES
2025-26,0022500088,120,116,120,116,0,YES
2025-26,0022500089,114,118,114,118,0,YES
2025-26,0022500090,107,111,107,111,0,YES
2025-26,0022500091,124,131,124,131,0,YES
2025-26,0022500092,116,122,116,122,0,YES
2025-26,0022500093,111,115,111,115,0,YES
2025-26,0022500094,114,146,114,146,0,YES
2025-26,0022500095,116,120,116,120,0,YES
2025-26,0022500096,107,117,107,117,0,YES
2025-26,0022500097,139,119,139,119,0,YES
2025-26,0022500098,105,104,105,104,0,YES
2025-26,0022500099,129,102,129,102,0,YES
2025-26,0022500100,98,110,98,110,0,YES
2025-26,0022500101,100,117,100,117,0,YES
2025-26,0022500102,125,121,125,121,0,YES
2025-26,0022500103,128,103,128,103,0,YES
2025-26,0022500104,133,111,133,111,0,YES
2025-26,0022500105,118,107,118,107,0,YES
2025-26,0022500106,119,113,119,113,0,YES
2025-26,0022500107,118,113,118,113,0,YES
2025-26,0022500108,115,107,115,107,0,YES
2025-26,0022500109,113,139,113,139,0,YES
2025-26,0022500110,114,110,114,110,0,YES
2025-26,0022500111,139,129,139,129,0,YES
2025-26,0022500112,114,107,114,107,0,YES
2025-26,0022500113,120,127,120,127,0,YES
2025-26,0022500114,136,124,136,124,0,YES
2025-26,0022500115,128,123,128,123,0,YES
2025-26,0022500116,137,109,137,109,0,YES
2025-26,0022500117,90,122,90,122,0,YES
2025-26,0022500118,121,103,121,103,0,YES
2025-26,0022500119,94,101,94,101,0,YES
2025-26,0022500120,138,134,138,134,0,YES
2025-26,0022500121,131,118,131,118,0,YES
2025-26,0022500122,108,122,108,122,0,YES
2025-26,0022500123,134,139,134,139,0,YES
2025-26,0022500124,144,117,144,117,0,YES
2025-26,0022500125,121,111,121,111,0,YES
2025-26,0022500126,107,101,107,101,0,YES
2025-26,0022500127,98,79,98,79,0,YES
2025-26,0022500128,125,105,125,105,0,YES
2025-26,0022500129,135,116,135,116,0,YES
2025-26,0022500130,112,117,112,117,0,YES
2025-26,0022500131,121,139,121,139,0,YES
2025-26,0022500132,126,113,126,113,0,YES
2025-26,0022500133,107,105,107,105,0,YES
2025-26,0022500134,122,88,122,88,0,YES
2025-26,0022500135,134,136,134,136,0,YES
2025-26,0022500136,115,116,115,116,0,YES
2025-26,0022500137,113,114,113,114,0,YES
2025-26,0022500138,107,123,107,123,0,YES
2025-26,0022500139,120,110,120,110,0,YES
2025-26,0022500140,127,108,127,108,0,YES
2025-26,0022500141,107,101,107,101,0,YES
2025-26,0022500142,133,135,133,135,0,YES
2025-26,0022500143,105,122,105,122,0,YES
2025-26,0022500144,114,109,114,109,0,YES
2025-26,0022500145,94,125,94,125,0,YES
2025-26,0022500146,101,128,101,128,0,YES
2025-26,0022500148,137,106,137,106,0,YES
2025-26,0022500149,105,129,105,129,0,YES
2025-26,0022500150,126,103,126,103,0,YES
2025-26,0022500151,117,109,117,109,0,YES
2025-26,0022500152,117,104,117,104,0,YES
2025-26,0022500153,128,116,128,116,0,YES
2025-26,0022500154,130,118,130,118,0,YES
2025-26,0022500155,130,120,130,120,0,YES
2025-26,0022500156,109,125,109,125,0,YES
2025-26,0022500157,115,117,115,117,0,YES
2025-26,0022500158,103,105,103,105,0,YES
2025-26,0022500159,119,102,119,102,0,YES
2025-26,0022500160,110,102,110,102,0,YES
2025-26,0022500161,106,114,106,114,0,YES
2025-26,0022500162,130,124,130,124,0,YES
2025-26,0022500163,115,123,115,123,0,YES
2025-26,0022500164,119,120,119,120,0,YES
2025-26,0022500165,128,100,128,100,0,YES
2025-26,0022500166,127,112,127,112,0,YES
2025-26,0022500167,113,111,113,111,0,YES
2025-26,0022500168,116,112,116,112,0,YES
2025-26,0022500169,118,107,118,107,0,YES
2025-26,0022500170,107,126,107,126,0,YES
2025-26,0022500171,132,121,132,121,0,YES
2025-26,0022500172,114,103,114,103,0,YES
2025-26,0022500173,103,112,103,112,0,YES
2025-26,0022500174,136,107,136,107,0,YES
2025-26,0022500175,137,114,137,114,0,YES
2025-26,0022500176,109,124,109,124,0,YES
2025-26,0022500177,99,101,99,101,0,YES
2025-26,0022500178,122,112,122,112,0,YES
2025-26,0022500179,118,116,118,116,0,YES
2025-26,0022500180,121,119,121,119,0,YES
2025-26,0022500181,121,116,121,116,0,YES
2025-26,0022500182,115,102,115,102,0,YES
2025-26,0022500183,105,111,105,111,0,YES
2025-26,0022500184,130,120,130,120,0,YES
2025-26,0022500185,122,102,122,102,0,YES
2025-26,0022500186,128,122,128,122,0,YES
2025-26,0022500187,136,131,136,131,0,YES
2025-26,0022500188,126,119,126,119,0,YES
2025-26,0022500189,117,100,117,100,0,YES
2025-26,0022500190,103,114,103,114,0,YES
2025-26,0022500191,115,122,115,122,0,YES
2025-26,0022500192,134,98,134,98,0,YES
2025-26,0022500193,107,111,107,111,0,YES
2025-26,0022500194,100,114,100,114,0,YES
2025-26,0022500195,108,111,108,111,0,YES
2025-26,0022500196,114,83,114,83,0,YES
2025-26,0022500197,117,144,117,144,0,YES
2025-26,0022500198,111,121,111,121,0,YES
2025-26,0022500199,137,135,137,135,0,YES
2025-26,0022500200,115,112,115,112,0,YES
2025-26,0022500201,140,138,140,138,0,YES
2025-26,0022500202,117,121,117,121,0,YES
2025-26,0022500203,114,116,114,116,0,YES
2025-26,0022500204,121,98,121,98,0,YES
2025-26,0022500205,113,120,113,120,0,YES
2025-26,0022500206,102,105,102,105,0,YES
2025-26,0022500207,109,119,109,119,0,YES
2025-26,0022500208,133,120,133,120,0,YES
2025-26,0022500209,102,100,102,100,0,YES
2025-26,0022500210,126,102,126,102,0,YES
2025-26,0022500211,152,128,152,128,0,YES
2025-26,0022500212,108,122,108,122,0,YES
2025-26,0022500213,111,100,111,100,0,YES
2025-26,0022500214,124,113,124,113,0,YES
2025-26,0022500215,107,124,107,124,0,YES
2025-26,0022500216,131,95,131,95,0,YES
2025-26,0022500217,116,130,116,130,0,YES
2025-26,0022500218,135,112,135,112,0,YES
2025-26,0022500219,117,125,117,125,0,YES
2025-26,0022500220,120,125,120,125,0,YES
2025-26,0022500221,114,123,114,123,0,YES
2025-26,0022500222,121,92,121,92,0,YES
2025-26,0022500223,100,133,100,133,0,YES
2025-26,0022500224,116,130,116,130,0,YES
2025-26,0022500225,113,126,113,126,0,YES
2025-26,0022500226,133,98,133,98,0,YES
2025-26,0022500227,122,132,122,132,0,YES
2025-26,0022500228,108,100,108,100,0,YES
2025-26,0022500229,96,109,96,109,0,YES
2025-26,0022500230,111,129,111,129,0,YES
2025-26,0022500231,95,119,95,119,0,YES
2025-26,0022500232,112,123,112,123,0,YES
2025-26,0022500233,121,118,121,118,0,YES
2025-26,0022500234,123,110,123,110,0,YES
2025-26,0022500235,106,129,106,129,0,YES
2025-26,0022500236,117,113,117,113,0,YES
2025-26,0022500237,106,124,106,124,0,YES
2025-26,0022500238,138,133,138,133,0,YES
2025-26,0022500239,122,124,122,124,0,YES
2025-26,0022500240,150,147,150,147,0,YES
2025-26,0022500241,118,106,118,106,0,YES
2025-26,0022500242,127,112,127,112,0,YES
2025-26,0022500243,110,108,110,108,0,YES
2025-26,0022500244,115,113,115,113,0,YES
2025-26,0022500245,110,108,110,108,0,YES
2025-26,0022500246,120,96,120,96,0,YES
2025-26,0022500247,109,126,109,126,0,YES
2025-26,0022500248,127,130,127,130,0,YES
2025-26,0022500249,121,113,121,113,0,YES
2025-26,0022500250,99,113,99,113,0,YES
2025-26,0022500251,112,120,112,120,0,YES
2025-26,0022500252,111,101,111,101,0,YES
2025-26,0022500253,140,126,140,126,0,YES
2025-26,0022500254,110,127,110,127,0,YES
2025-26,0022500255,104,114,104,114,0,YES
2025-26,0022500256,127,118,127,118,0,YES
2025-26,0022500257,110,96,110,96,0,YES
2025-26,0022500258,112,121,112,121,0,YES
2025-26,0022500259,120,109,120,109,0,YES
2025-26,0022500260,118,125,118,125,0,YES
2025-26,0022500261,113,99,113,99,0,YES
2025-26,0022500262,111,113,111,113,0,YES
2025-26,0022500263,121,122,121,122,0,YES
2025-26,0022500264,129,101,129,101,0,YES
2025-26,0022500265,137,96,137,96,0,YES
2025-26,0022500266,114,123,114,123,0,YES
2025-26,0022500267,135,126,135,126,0,YES
2025-26,0022500268,116,131,116,131,0,YES
2025-26,0022500269,133,121,133,121,0,YES
2025-26,0022500270,98,115,98,115,0,YES
2025-26,0022500271,121,120,121,120,0,YES
2025-26,0022500272,116,129,116,129,0,YES
2025-26,0022500273,96,102,96,102,0,YES
2025-26,0022500274,123,128,123,128,0,YES
2025-26,0022500275,117,127,117,127,0,YES
2025-26,0022500276,113,110,113,110,0,YES
2025-26,0022500277,138,129,138,129,0,YES
2025-26,0022500278,120,105,120,105,0,YES
2025-26,0022500279,119,109,119,109,0,YES
2025-26,0022500280,122,95,122,95,0,YES
2025-26,0022500281,111,102,111,102,0,YES
2025-26,0022500282,106,108,106,108,0,YES
2025-26,0022500283,117,122,117,122,0,YES
2025-26,0022500284,110,99,110,99,0,YES
2025-26,0022500285,100,113,100,113,0,YES
2025-26,0022500286,106,102,106,102,0,YES
2025-26,0022500287,115,125,115,125,0,YES
2025-26,0022500288,103,115,103,115,0,YES
2025-26,0022500289,143,130,143,130,0,YES
2025-26,0022500290,92,114,92,114,0,YES
2025-26,0022500291,134,117,134,117,0,YES
2025-26,0022500292,117,112,117,112,0,YES
2025-26,0022500293,119,115,119,115,0,YES
2025-26,0022500294,118,111,118,111,0,YES
2025-26,0022500295,103,101,103,101,0,YES
2025-26,0022500296,135,138,135,138,0,YES
2025-26,0022500297,116,99,116,99,0,YES
2025-26,0022500298,104,96,104,96,0,YES
2025-26,0022500299,112,130,112,130,0,YES
2025-26,0022500300,110,114,110,114,0,YES
2025-26,0022500301,101,129,101,129,0,YES
2025-26,0022500302,115,117,115,117,0,YES
2025-26,0022500303,116,94,116,94,0,YES
2025-26,0022500304,134,142,134,142,0,YES
2025-26,0022500305,115,123,115,123,0,YES
2025-26,0022500306,125,112,125,112,0,YES
2025-26,0022500307,107,115,107,115,0,YES
2025-26,0022500308,133,121,133,121,0,YES
2025-26,0022500309,99,98,99,98,0,YES
2025-26,0022500310,119,135,119,135,0,YES
2025-26,0022500311,129,126,129,126,0,YES
2025-26,0022500312,116,103,116,103,0,YES
2025-26,0022500313,140,123,140,123,0,YES
2025-26,0022500314,125,120,125,120,0,YES
2025-26,0022500315,121,131,121,131,0,YES
2025-26,0022500316,133,125,133,125,0,YES
2025-26,0022500317,108,125,108,125,0,YES
2025-26,0022500318,121,102,121,102,0,YES
2025-26,0022500319,121,118,121,118,0,YES
2025-26,0022500320,123,117,123,117,0,YES
2025-26,0022500321,142,149,142,149,0,YES
2025-26,0022500322,126,119,126,119,0,YES
2025-26,0022500323,112,124,112,124,0,YES
2025-26,0022500324,110,122,110,122,0,YES
2025-26,0022500325,120,135,120,135,0,YES
2025-26,0022500326,112,114,112,114,0,YES
2025-26,0022500327,92,115,92,115,0,YES
2025-26,0022500328,119,104,119,104,0,YES
2025-26,0022500329,103,113,103,113,0,YES
2025-26,0022500330,121,95,121,95,0,YES
2025-26,0022500331,113,109,113,109,0,YES
2025-26,0022500332,118,108,118,108,0,YES
2025-26,0022500333,99,98,99,98,0,YES
2025-26,0022500334,101,146,101,146,0,YES
2025-26,0022500335,110,123,110,123,0,YES
2025-26,0022500336,120,123,120,123,0,YES
2025-26,0022500337,116,125,116,125,0,YES
2025-26,0022500338,126,105,126,105,0,YES
2025-26,0022500339,106,105,106,105,0,YES
2025-26,0022500340,133,134,133,134,0,YES
2025-26,0022500341,130,117,130,117,0,YES
2025-26,0022500342,122,116,122,116,0,YES
2025-26,0022500343,146,112,146,112,0,YES
2025-26,0022500344,86,111,86,111,0,YES
2025-26,0022500345,105,120,105,120,0,YES
2025-26,0022500346,117,98,117,98,0,YES
2025-26,0022500347,107,98,107,98,0,YES
2025-26,0022500348,101,116,101,116,0,YES
2025-26,0022500349,132,111,132,111,0,YES
2025-26,0022500350,119,101,119,101,0,YES
2025-26,0022500351,116,131,116,131,0,YES
2025-26,0022500352,94,99,94,99,0,YES
2025-26,0022500353,124,112,124,112,0,YES
2025-26,0022500354,111,127,111,127,0,YES
2025-26,0022500355,109,106,109,106,0,YES
2025-26,0022500356,122,109,122,109,0,YES
2025-26,0022500357,106,100,106,100,0,YES
2025-26,0022500358,113,121,113,121,0,YES
2025-26,0022500359,106,115,106,115,0,YES
2025-26,0022500360,119,96,119,96,0,YES
2025-26,0022500361,91,123,91,123,0,YES
2025-26,0022500362,108,112,108,112,0,YES
2025-26,0022500363,101,131,101,131,0,YES
2025-26,0022500364,116,105,116,105,0,YES
2025-26,0022500365,105,108,105,108,0,YES
2025-26,0022500366,132,135,132,135,0,YES
2025-26,0022500367,127,111,127,111,0,YES
2025-26,0022500368,110,116,110,116,0,YES
2025-26,0022500369,122,101,122,101,0,YES
2025-26,0022500370,119,94,119,94,0,YES
2025-26,0022500371,133,126,133,126,0,YES
2025-26,0022500372,113,114,113,114,0,YES
2025-26,0022500373,95,106,95,106,0,YES
2025-26,0022500374,105,111,105,111,0,YES
2025-26,0022500375,133,128,133,128,0,YES
2025-26,0022500376,116,114,116,114,0,YES
2025-26,0022500377,126,115,126,115,0,YES
2025-26,0022500378,99,98,99,98,0,YES
2025-26,0022500379,135,143,135,143,0,YES
2025-26,0022500380,134,133,134,133,0,YES
2025-26,0022500381,129,116,129,116,0,YES
2025-26,0022500382,107,116,107,116,0,YES
2025-26,0022500383,98,126,98,126,0,YES
2025-26,0022500384,125,136,125,136,0,YES
2025-26,0022500385,112,107,112,107,0,YES
2025-26,0022500386,101,115,101,115,0,YES
2025-26,0022500387,121,114,121,114,0,YES
2025-26,0022500388,96,112,96,112,0,YES
2025-26,0022500389,128,109,128,109,0,YES
2025-26,0022500390,112,86,112,86,0,YES
2025-26,0022500391,122,130,122,130,0,YES
2025-26,0022500392,119,116,119,116,0,YES
2025-26,0022500393,127,128,127,128,0,YES
2025-26,0022500394,93,98,93,98,0,YES
2025-26,0022500395,103,88,103,88,0,YES
2025-26,0022500396,150,152,150,152,0,YES
2025-26,0022500397,96,81,96,81,0,YES
2025-26,0022500398,132,125,132,125,0,YES
2025-26,0022500399,113,124,113,124,0,YES
2025-26,0022500400,103,100,103,100,0,YES
2025-26,0022500401,125,124,125,124,0,YES
2025-26,0022500402,139,132,139,132,0,YES
2025-26,0022500403,103,95,103,95,0,YES
2025-26,0022500404,119,113,119,113,0,YES
2025-26,0022500405,135,112,135,112,0,YES
2025-26,0022500406,119,103,119,103,0,YES
2025-26,0022500407,120,97,120,97,0,YES
2025-26,0022500408,102,110,102,110,0,YES
2025-26,0022500409,126,109,126,109,0,YES
2025-26,0022500410,106,114,106,114,0,YES
2025-26,0022500411,123,126,123,126,0,YES
2025-26,0022500412,141,118,141,118,0,YES
2025-26,0022500413,94,111,94,111,0,YES
2025-26,0022500414,91,112,91,112,0,YES
2025-26,0022500415,131,130,131,130,0,YES
2025-26,0022500416,115,104,115,104,0,YES
2025-26,0022500417,130,110,130,110,0,YES
2025-26,0022500418,132,108,132,108,0,YES
2025-26,0022500419,128,137,128,137,0,YES
2025-26,0022500420,106,110,106,110,0,YES
2025-26,0022500421,127,136,127,136,0,YES
2025-26,0022500422,128,108,128,108,0,YES
2025-26,0022500423,111,126,111,126,0,YES
2025-26,0022500424,105,120,105,120,0,YES
2025-26,0022500425,138,117,138,117,0,YES
2025-26,0022500426,122,140,122,140,0,YES
2025-26,0022500427,109,102,109,102,0,YES
2025-26,0022500428,125,104,125,104,0,YES
2025-26,0022500429,108,115,108,115,0,YES
2025-26,0022500430,131,129,131,129,0,YES
2025-26,0022500431,103,119,103,119,0,YES
2025-26,0022500432,113,107,113,107,0,YES
2025-26,0022500433,127,126,127,126,0,YES
2025-26,0022500434,114,123,114,123,0,YES
2025-26,0022500435,125,128,125,128,0,YES
2025-26,0022500436,142,116,142,116,0,YES
2025-26,0022500437,103,112,103,112,0,YES
2025-26,0022500438,117,100,117,100,0,YES
2025-26,0022500439,107,123,107,123,0,YES
2025-26,0022500440,114,127,114,127,0,YES
2025-26,0022500441,141,127,141,127,0,YES
2025-26,0022500442,129,104,129,104,0,YES
2025-26,0022500443,116,112,116,112,0,YES
2025-26,0022500444,114,108,114,108,0,YES
2025-26,0022500445,112,99,112,99,0,YES
2025-26,0022500446,125,101,125,101,0,YES
2025-26,0022500447,113,123,113,123,0,YES
2025-26,0022500448,101,115,101,115,0,YES
2025-26,0022500449,107,120,107,120,0,YES
2025-26,0022500450,147,123,147,123,0,YES
2025-26,0022500451,107,106,107,106,0,YES
2025-26,0022500452,101,136,101,136,0,YES
2025-26,0022500453,126,119,126,119,0,YES
2025-26,0022500454,125,130,125,130,0,YES
2025-26,0022500455,140,129,140,129,0,YES
2025-26,0022500456,101,113,101,113,0,YES
2025-26,0022500457,125,122,125,122,0,YES
2025-26,0022500458,136,139,136,139,0,YES
2025-26,0022500459,119,129,119,129,0,YES
2025-26,0022500460,106,128,106,128,0,YES
2025-26,0022500461,131,90,131,90,0,YES
2025-26,0022500462,125,132,125,132,0,YES
2025-26,0022500463,126,102,126,102,0,YES
2025-26,0022500464,110,112,110,112,0,YES
2025-26,0022500465,129,113,129,113,0,YES
2025-26,0022500466,134,118,134,118,0,YES
2025-26,0022500467,134,132,134,132,0,YES
2025-26,0022500468,103,106,103,106,0,YES
2025-26,0022500469,113,114,113,114,0,YES
2025-26,0022500470,124,95,124,95,0,YES
2025-26,0022500471,96,120,96,120,0,YES
2025-26,0022500472,112,118,112,118,0,YES
2025-26,0022500473,108,123,108,123,0,YES
2025-26,0022500474,106,120,106,120,0,YES
2025-26,0022500475,118,101,118,101,0,YES
2025-26,0022500476,113,123,113,123,0,YES
2025-26,0022500477,119,99,119,99,0,YES
2025-26,0022500478,113,108,113,108,0,YES
2025-26,0022500479,99,111,99,111,0,YES
2025-26,0022500480,121,114,121,114,0,YES
2025-26,0022500481,122,121,122,121,0,YES
2025-26,0022500482,109,122,109,122,0,YES
2025-26,0022500483,129,102,129,102,0,YES
2025-26,0022500484,94,131,94,131,0,YES
2025-26,0022500485,128,121,128,121,0,YES
2025-26,0022500486,115,125,115,125,0,YES
2025-26,0022500487,119,130,119,130,0,YES
2025-26,0022500488,134,117,134,117,0,YES
2025-26,0022500489,99,112,99,112,0,YES
2025-26,0022500490,110,115,110,115,0,YES
2025-26,0022500491,110,104,110,104,0,YES
2025-26,0022500492,123,114,123,114,0,YES
2025-26,0022500493,115,146,115,146,0,YES
2025-26,0022500494,110,114,110,114,0,YES
2025-26,0022500495,135,127,135,127,0,YES
2025-26,0022500496,127,115,127,115,0,YES
2025-26,0022500497,125,106,125,106,0,YES
2025-26,0022500498,115,141,115,141,0,YES
2025-26,0022500499,108,105,108,105,0,YES
2025-26,0022500500,98,115,98,115,0,YES
2025-26,0022500501,120,114,120,114,0,YES
2025-26,0022500502,121,90,121,90,0,YES
2025-26,0022500503,115,101,115,101,0,YES
2025-26,0022500504,118,100,118,100,0,YES
2025-26,0022500505,100,97,100,97,0,YES
2025-26,0022500506,97,124,97,124,0,YES
2025-26,0022500507,124,125,124,125,0,YES
2025-26,0022500508,103,102,103,102,0,YES
2025-26,0022500509,137,117,137,117,0,YES
2025-26,0022500510,116,120,116,120,0,YES
2025-26,0022500511,120,112,120,112,0,YES
2025-26,0022500512,106,105,106,105,0,YES
2025-26,0022500513,122,94,122,94,0,YES
2025-26,0022500514,103,111,103,111,0,YES
2025-26,0022500515,98,100,98,100,0,YES
2025-26,0022500516,96,97,96,97,0,YES
2025-26,0022500517,108,93,108,93,0,YES
2025-26,0022500518,131,110,131,110,0,YES
2025-26,0022500519,117,100,117,100,0,YES
2025-26,0022500520,110,114,110,114,0,YES
2025-26,0022500521,103,104,103,104,0,YES
2025-26,0022500522,123,111,123,111,0,YES
2025-26,0022500523,107,91,107,91,0,YES
2025-26,0022500524,98,117,98,117,0,YES
2025-26,0022500525,129,125,129,125,0,YES
2025-26,0022500526,120,113,120,113,0,YES
2025-26,0022500527,103,102,103,102,0,YES
2025-26,0022500528,112,114,112,114,0,YES
2025-26,0022500529,113,116,113,116,0,YES
2025-26,0022500530,131,122,131,122,0,YES
2025-26,0022500531,116,114,116,114,0,YES
2025-26,0022500532,125,117,125,117,0,YES
2025-26,0022500533,91,103,91,103,0,YES
2025-26,0022500534,107,128,107,128,0,YES
2025-26,0022500535,105,121,105,121,0,YES
2025-26,0022500536,116,117,116,117,0,YES
2025-26,0022500537,87,110,87,110,0,YES
2025-26,0022500538,112,107,112,107,0,YES
2025-26,0022500539,137,103,137,103,0,YES
2025-26,0022500540,111,105,111,105,0,YES
2025-26,0022500541,101,105,101,105,0,YES
2025-26,0022500542,146,134,146,134,0,YES
2025-26,0022500543,123,99,123,99,0,YES
2025-26,0022500544,92,98,92,98,0,YES
2025-26,0022500545,95,100,95,100,0,YES
2025-26,0022500546,125,107,125,107,0,YES
2025-26,0022500547,95,150,95,150,0,YES
2025-26,0022500548,128,118,128,118,0,YES
2025-26,0022500549,103,98,103,98,0,YES
2025-26,0022500550,116,115,116,115,0,YES
2025-26,0022500551,114,123,114,123,0,YES
2025-26,0022500552,104,103,104,103,0,YES
2025-26,0022500553,124,112,124,112,0,YES
2025-26,0022500554,108,104,108,104,0,YES
2025-26,0022500555,112,93,112,93,0,YES
2025-26,0022500556,111,124,111,124,0,YES
2025-26,0022500557,111,98,111,98,0,YES
2025-26,0022500558,112,123,112,123,0,YES
2025-26,0022500559,98,96,98,96,0,YES
2025-26,0022500560,102,115,102,115,0,YES
2025-26,0022500561,113,105,113,105,0,YES
2025-26,0022500562,124,112,124,112,0,YES
2025-26,0022500563,117,109,117,109,0,YES
2025-26,0022500564,127,121,127,121,0,YES
2025-26,0022500565,119,113,119,113,0,YES
2025-26,0022500566,106,139,106,139,0,YES
2025-26,0022500567,116,122,116,122,0,YES
2025-26,0022500568,119,98,119,98,0,YES
2025-26,0022500569,141,116,141,116,0,YES
2025-26,0022500570,119,97,119,97,0,YES
2025-26,0022500571,101,115,101,115,0,YES
2025-26,0022500572,107,133,107,133,0,YES
2025-26,0022500573,128,126,128,126,0,YES
2025-26,0022500574,116,113,116,113,0,YES
2025-26,0022500575,109,118,109,118,0,YES
2025-26,0022500576,112,101,112,101,0,YES
2025-26,0022500577,119,105,119,105,0,YES
2025-26,0022500579,108,105,108,105,0,YES
2025-26,0022500580,114,119,114,119,0,YES
2025-26,0022500581,91,111,91,111,0,YES
2025-26,0022500582,119,101,119,101,0,YES
2025-26,0022500583,144,122,144,122,0,YES
2025-26,0022500584,126,113,126,113,0,YES
2025-26,0022500585,117,101,117,101,0,YES
2025-26,0022500586,117,135,117,135,0,YES
2025-26,0022500587,112,109,112,109,0,YES
2025-26,0022500588,127,119,127,119,0,YES
2025-26,0022500589,115,117,115,117,0,YES
2025-26,0022500590,117,121,117,121,0,YES
2025-26,0022500591,110,105,110,105,0,YES
2025-26,0022500592,128,115,128,115,0,YES
2025-26,0022500593,138,120,138,120,0,YES
