rowId,foldId,maxFeatureDate,asOfDate,futureDateMin,leakageOk
F3_203552,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1630560,2,2024-11-25,2024-12-12,2024-12-13,true
F3_1627777,2,2024-12-08,2024-12-12,2024-12-13,true
F3_203471,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1642261,2,2024-12-08,2024-12-12,2024-12-13,true
F3_203926,2,2024-12-08,2024-12-12,2024-12-13,true
F3_203897,2,2024-12-08,2024-12-12,2024-12-13,true
F3_203915,2,2024-12-10,2024-12-12,2024-12-13,true
F3_203937,2,2024-12-11,2024-12-12,2024-12-13,true
F3_1630241,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1631111,2,2024-12-12,2024-12-12,2024-12-13,true
F3_203484,2,2024-12-10,2024-12-12,2024-12-13,true
F3_1627780,2,2024-12-11,2024-12-12,2024-12-13,true
F3_1630696,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1629731,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1626164,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1628976,2,2024-12-10,2024-12-12,2024-12-13,true
F3_1631213,2,2024-12-02,2024-12-12,2024-12-13,true
F3_1628989,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1630552,2,2024-12-11,2024-12-12,2024-12-13,true
F3_1630188,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1641796,2,2024-12-04,2024-12-12,2024-12-13,true
F3_1629012,2,2024-12-08,2024-12-12,2024-12-13,true
F3_203914,2,2024-11-25,2024-12-12,2024-12-13,true
F3_201567,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1642278,2,2024-12-07,2024-12-12,2024-12-13,true
F3_1629018,2,2024-12-10,2024-12-12,2024-12-13,true
F3_1628470,2,2024-11-29,2024-12-12,2024-12-13,true
F3_1630538,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1630256,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1630568,2,2024-12-06,2024-12-12,2024-12-13,true
F3_1630167,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1641724,2,2024-12-10,2024-12-12,2024-12-13,true
F3_1631172,2,2024-11-20,2024-12-12,2024-12-13,true
F3_1628418,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1630194,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1629610,2,2024-12-08,2024-12-12,2024-12-13,true
F3_201145,2,2024-11-22,2024-12-12,2024-12-13,true
F3_1629723,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1627827,2,2024-12-08,2024-12-12,2024-12-13,true
F3_201572,2,2024-12-10,2024-12-12,2024-12-13,true
F3_1629651,2,2024-12-08,2024-12-12,2024-12-13,true
F3_203078,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1628964,2,2024-12-04,2024-12-12,2024-12-13,true
F3_1642285,2,2024-12-08,2024-12-12,2024-12-13,true
F3_203939,2,2024-12-10,2024-12-12,2024-12-13,true
F3_201144,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1628970,2,2024-11-19,2024-12-12,2024-12-13,true
F3_1629674,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1641706,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1627752,2,2024-12-10,2024-12-12,2024-12-13,true
F3_1630551,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1630658,2,2024-11-17,2024-12-12,2024-12-13,true
F3_1628969,2,2024-12-11,2024-12-12,2024-12-13,true
F3_1641738,2,2024-11-25,2024-12-12,2024-12-13,true
F3_203114,2,2024-12-10,2024-12-12,2024-12-13,true
F3_1642403,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1628392,2,2024-12-10,2024-12-12,2024-12-13,true
F3_1630649,2,2024-12-04,2024-12-12,2024-12-13,true
F3_1627763,2,2024-12-05,2024-12-12,2024-12-13,true
F3_1631209,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1630539,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1641857,2,2024-12-04,2024-12-12,2024-12-13,true
F3_1630625,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1641789,2,2024-12-10,2024-12-12,2024-12-13,true
F3_1631207,2,2024-12-08,2024-12-12,2024-12-13,true
F3_203109,2,2024-12-05,2024-12-12,2024-12-13,true
F3_1641854,2,2024-12-03,2024-12-12,2024-12-13,true
F3_1630168,2,2024-12-11,2024-12-12,2024-12-13,true
F3_202709,2,2024-11-29,2024-12-12,2024-12-13,true
F3_1631110,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1630549,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1641711,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1629162,2,2024-12-08,2024-12-12,2024-12-13,true
F3_202066,2,2024-12-05,2024-12-12,2024-12-13,true
F3_1629618,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1630531,2,2024-12-02,2024-12-12,2024-12-13,true
F3_1630193,2,2024-11-10,2024-12-12,2024-12-13,true
F3_1641729,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1631098,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1631321,2,2024-12-06,2024-12-12,2024-12-13,true
F3_1630215,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1641766,2,2024-11-11,2024-12-12,2024-12-13,true
F3_1629630,2,2024-12-07,2024-12-12,2024-12-13,true
F3_1630173,2,2024-12-11,2024-12-12,2024-12-13,true
F3_1630322,2,2024-12-11,2024-12-12,2024-12-13,true
F3_1631115,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1641810,2,2024-12-12,2024-12-12,2024-12-13,true
F3_203083,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1628379,2,2024-12-03,2024-12-12,2024-12-13,true
F3_1629111,2,2024-11-26,2024-12-12,2024-12-13,true
F3_1631109,2,2024-12-07,2024-12-12,2024-12-13,true
F3_1641765,2,2024-12-10,2024-12-12,2024-12-13,true
F3_1627814,2,2024-11-20,2024-12-12,2024-12-13,true
F3_1630311,2,2024-12-11,2024-12-12,2024-12-13,true
F3_1630545,2,2024-12-06,2024-12-12,2024-12-13,true
F3_1641730,2,2024-11-24,2024-12-12,2024-12-13,true
F3_1629726,2,2024-12-08,2024-12-12,2024-12-13,true
F3_203482,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1631169,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1641809,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1631245,2,2024-12-04,2024-12-12,2024-12-13,true
F3_1630699,2,2024-11-26,2024-12-12,2024-12-13,true
F3_1642277,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1628963,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1641871,2,2024-12-06,2024-12-12,2024-12-13,true
F3_1642345,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1631124,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1641741,2,2024-12-04,2024-12-12,2024-12-13,true
F3_1628960,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1631288,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1641816,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1630264,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1630591,2,2024-12-10,2024-12-12,2024-12-13,true
F3_1630611,2,2024-11-20,2024-12-12,2024-12-13,true
F3_202704,2,2024-12-04,2024-12-12,2024-12-13,true
F3_202331,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1629646,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1642276,2,2024-11-27,2024-12-12,2024-12-13,true
F3_1642359,2,2024-12-03,2024-12-12,2024-12-13,true
F3_203468,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1630541,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1628975,2,2024-12-05,2024-12-12,2024-12-13,true
F3_1631097,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1629004,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1641737,2,2024-12-04,2024-12-12,2024-12-13,true
F3_202699,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1642265,2,2024-11-27,2024-12-12,2024-12-13,true
F3_1630288,2,2024-11-18,2024-12-12,2024-12-13,true
F3_202684,2,2024-12-03,2024-12-12,2024-12-13,true
F3_1630183,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1642281,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1642271,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1631323,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1630695,2,2024-12-08,2024-12-12,2024-12-13,true
F3_202691,2,2024-12-10,2024-12-12,2024-12-13,true
F3_1642367,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1630570,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1631217,2,2024-12-05,2024-12-12,2024-12-13,true
F3_1631216,2,2024-12-10,2024-12-12,2024-12-13,true
F3_1631132,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1630529,2,2024-12-12,2024-12-12,2024-12-13,true
F3_101108,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1630192,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1630314,2,2024-11-19,2024-12-12,2024-12-13,true
F3_1631212,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1630567,2,2024-12-09,2024-12-12,2024-12-13,true
F3_1630200,2,2024-12-01,2024-12-12,2024-12-13,true
F3_1630208,2,2024-12-08,2024-12-12,2024-12-13,true
F3_201935,2,2024-12-04,2024-12-12,2024-12-13,true
F3_1630217,2,2024-12-07,2024-12-12,2024-12-13,true
F3_203935,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1628380,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1629640,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1630346,2,2024-12-05,2024-12-12,2024-12-13,true
F3_1631103,2,2024-12-06,2024-12-12,2024-12-13,true
F3_1641732,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1630548,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1642270,2,2024-11-23,2024-12-12,2024-12-13,true
F3_203992,2,2024-12-11,2024-12-12,2024-12-13,true
F3_1628366,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1641767,2,2024-11-17,2024-12-12,2024-12-13,true
F3_201599,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1641712,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1629629,2,2024-12-08,2024-12-12,2024-12-13,true
F3_203903,2,2024-11-23,2024-12-12,2024-12-13,true
F3_1641715,2,2024-11-20,2024-12-12,2024-12-13,true
F3_1629673,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1641998,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1629003,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1642530,2,2024-12-01,2024-12-12,2024-12-13,true
F3_1626162,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1641842,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1627750,2,2024-12-05,2024-12-12,2024-12-13,true
F3_1626153,2,2024-12-04,2024-12-12,2024-12-13,true
F3_1630590,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1630579,2,2024-12-11,2024-12-12,2024-12-13,true
F3_1630191,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1642402,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1630559,2,2024-11-29,2024-12-12,2024-12-13,true
F3_1641775,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1631170,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1630245,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1641757,2,2024-12-08,2024-12-12,2024-12-13,true
F3_203954,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1631105,2,2024-12-07,2024-12-12,2024-12-13,true
F3_200768,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1642263,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1631133,2,2024-12-08,2024-12-12,2024-12-13,true
F3_203458,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1630249,2,2024-12-11,2024-12-12,2024-12-13,true
F3_1641824,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1630811,2,2024-11-17,2024-12-12,2024-12-13,true
F3_1626192,2,2024-12-04,2024-12-12,2024-12-13,true
F3_1631200,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1641709,2,2024-12-12,2024-12-12,2024-12-13,true
F3_203924,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1626156,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1631223,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1629234,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1630527,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1642346,2,2024-12-03,2024-12-12,2024-12-13,true
F3_1626171,2,2024-12-10,2024-12-12,2024-12-13,true
F3_1630166,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1627824,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1629632,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1630214,2,2024-12-12,2024-12-12,2024-12-13,true
F3_201587,2,2024-12-08,2024-12-12,2024-12-13,true
F3_203500,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1629614,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1641794,2,2024-12-10,2024-12-12,2024-12-13,true
F3_1641716,2,2024-12-08,2024-12-12,2024-12-13,true
F3_203995,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1641763,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1629028,2,2024-12-08,2024-12-12,2024-12-13,true
F3_202685,2,2024-12-08,2024-12-12,2024-12-13,true
F3_203486,2,2024-12-08,2024-12-12,2024-12-13,true
F3_201569,2,2024-11-30,2024-12-12,2024-12-13,true
F3_1641783,2,2024-12-10,2024-12-12,2024-12-13,true
F3_1628978,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1630592,2,2024-12-08,2024-12-12,2024-12-13,true
F3_203110,2,2024-12-11,2024-12-12,2024-12-13,true
F3_1642266,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1642275,2,2024-12-05,2024-12-12,2024-12-13,true
F3_1631104,2,2024-12-06,2024-12-12,2024-12-13,true
F3_1631101,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1628467,2,2024-12-05,2024-12-12,2024-12-13,true
F3_1630169,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1631108,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1630182,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1629750,2,2024-12-07,2024-12-12,2024-12-13,true
F3_1626168,2,2024-11-25,2024-12-12,2024-12-13,true
F3_1629628,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1642274,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1630526,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1628464,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1631093,2,2024-12-12,2024-12-12,2024-12-13,true
F3_203501,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1642354,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1641710,2,2024-12-10,2024-12-12,2024-12-13,true
F3_1641722,2,2024-11-27,2024-12-12,2024-12-13,true
F3_1630175,2,2024-12-10,2024-12-12,2024-12-13,true
F3_1629216,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1630172,2,2024-11-18,2024-12-12,2024-12-13,true
F3_1641748,2,2024-12-10,2024-12-12,2024-12-13,true
F3_203994,2,2024-11-27,2024-12-12,2024-12-13,true
F3_1631099,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1630702,2,2024-12-03,2024-12-12,2024-12-13,true
F3_1629014,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1641764,2,2024-12-11,2024-12-12,2024-12-13,true
F3_1641739,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1642258,2,2024-12-11,2024-12-12,2024-12-13,true
F3_1630595,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1627732,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1630553,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1626167,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1630557,2,2024-12-03,2024-12-12,2024-12-13,true
F3_1628389,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1626179,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1642262,2,2024-11-23,2024-12-12,2024-12-13,true
F3_201566,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1627749,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1629645,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1628398,2,2024-11-27,2024-12-12,2024-12-13,true
F3_1642273,2,2024-12-03,2024-12-12,2024-12-13,true
F3_2544,2,2024-12-06,2024-12-12,2024-12-13,true
F3_1642347,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1630703,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1642264,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1628997,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1642267,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1641731,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1642268,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1630558,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1629027,2,2024-12-11,2024-12-12,2024-12-13,true
F3_1642259,2,2024-12-05,2024-12-12,2024-12-13,true
F3_1641718,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1630581,2,2024-12-08,2024-12-12,2024-12-13,true
F4_1628983,3,2024-12-31,2025-01-01,2025-01-02,true
F4_203999,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1628369,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1628991,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1626181,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1630202,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1626157,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1628378,3,2024-12-31,2025-01-01,2025-01-02,true
F4_202681,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1629631,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630596,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1627783,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1629639,3,2025-01-01,2025-01-01,2025-01-02,true
F4_202710,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1628386,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1629636,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1628384,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630583,3,2024-12-26,2025-01-01,2025-01-02,true
F4_1629660,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1631106,3,2024-12-11,2025-01-01,2025-01-02,true
F4_1628415,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1628973,3,2024-12-30,2025-01-01,2025-01-02,true
F4_1628401,3,2024-12-31,2025-01-01,2025-01-02,true
F4_203076,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1631128,3,2025-01-01,2025-01-01,2025-01-02,true
F4_202696,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1628404,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1628368,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1627736,3,2025-01-01,2025-01-01,2025-01-02,true
F4_201942,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1627734,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1627747,3,2024-12-31,2025-01-01,2025-01-02,true
F4_203507,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1641705,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1631114,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1629026,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1629655,3,2025-01-01,2025-01-01,2025-01-02,true
F4_201939,3,2024-12-30,2025-01-01,2025-01-02,true
F4_1629661,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1628969,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1629048,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1627741,3,2024-12-30,2025-01-01,2025-01-02,true
F4_1627832,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630578,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630178,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630162,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1627759,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1627884,3,2024-12-31,2025-01-01,2025-01-02,true
F4_203952,3,2024-12-30,2025-01-01,2025-01-02,true
F4_1629675,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1629634,3,2024-12-27,2025-01-01,2025-01-02,true
F4_1641708,3,2024-12-29,2025-01-01,2025-01-02,true
F4_1630643,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1627826,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1641726,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630167,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1641744,3,2024-12-27,2025-01-01,2025-01-02,true
F4_1631165,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630224,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630577,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1629008,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630700,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630573,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1631218,3,2024-12-30,2025-01-01,2025-01-02,true
F4_1629599,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1630530,3,2025-01-01,2025-01-01,2025-01-02,true
F4_201950,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1629731,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1642349,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1629060,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1626220,3,2024-12-28,2025-01-01,2025-01-02,true
F4_1641717,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1629638,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1642377,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1630217,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1630598,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1629023,3,2025-01-01,2025-01-01,2025-01-02,true
F4_203932,3,2024-12-25,2025-01-01,2025-01-02,true
F4_1627936,3,2024-12-23,2025-01-01,2025-01-02,true
F4_203497,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1631260,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1628374,3,2025-01-01,2025-01-01,2025-01-02,true
F4_201142,3,2024-12-31,2025-01-01,2025-01-02,true
F4_202692,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1629659,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1631109,3,2024-12-30,2025-01-01,2025-01-02,true
F4_1629652,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1630171,3,2024-12-16,2025-01-01,2025-01-02,true
F4_1630194,3,2024-12-28,2025-01-01,2025-01-02,true
F4_1628436,3,2024-12-31,2025-01-01,2025-01-02,true
F4_203081,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1627777,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1630163,3,2024-12-26,2025-01-01,2025-01-02,true
F4_1626166,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630540,3,2024-12-30,2025-01-01,2025-01-02,true
F4_203484,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1629656,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630552,3,2024-12-29,2025-01-01,2025-01-02,true
F4_204001,3,2024-12-25,2025-01-01,2025-01-02,true
F4_1630198,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1628988,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1629130,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1631204,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1631222,3,2024-12-29,2025-01-01,2025-01-02,true
F4_1627739,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1628449,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1628381,3,2024-12-21,2025-01-01,2025-01-02,true
F4_1630170,3,2024-12-31,2025-01-01,2025-01-02,true
F4_201572,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1629018,3,2024-12-31,2025-01-01,2025-01-02,true
F4_203084,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1642419,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1641715,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630256,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1631094,3,2024-10-30,2025-01-01,2025-01-02,true
F4_1630534,3,2025-01-01,2025-01-01,2025-01-02,true
F4_202691,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630560,3,2024-12-29,2025-01-01,2025-01-02,true
F4_1630551,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630230,3,2024-12-27,2025-01-01,2025-01-02,true
F4_1628379,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1631157,3,2024-12-31,2025-01-01,2025-01-02,true
F4_203897,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630241,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1629726,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1628418,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1629057,3,2024-12-30,2025-01-01,2025-01-02,true
F4_1631107,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1627780,3,2024-12-25,2025-01-01,2025-01-02,true
F4_1630550,3,2024-12-30,2025-01-01,2025-01-02,true
F4_1628392,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1631110,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1627751,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630541,3,2024-12-30,2025-01-01,2025-01-02,true
F4_1630228,3,2024-12-30,2025-01-01,2025-01-02,true
F4_1629013,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1629012,3,2025-01-01,2025-01-01,2025-01-02,true
F4_203937,3,2024-12-27,2025-01-01,2025-01-02,true
F4_203114,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1629006,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1626164,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1642276,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630168,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1626145,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1629674,3,2024-12-31,2025-01-01,2025-01-02,true
F4_203939,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630572,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1628420,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1631111,3,2024-12-28,2025-01-01,2025-01-02,true
F4_1626172,3,2024-12-27,2025-01-01,2025-01-02,true
F4_203552,3,2024-12-30,2025-01-01,2025-01-02,true
F4_1630188,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630243,3,2024-12-29,2025-01-01,2025-01-02,true
F4_1631169,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1629630,3,2024-12-27,2025-01-01,2025-01-02,true
F4_203926,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1629637,3,2024-11-26,2025-01-01,2025-01-02,true
F4_1627827,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1630174,3,2024-11-01,2025-01-01,2025-01-02,true
F4_1628371,3,2025-01-01,2025-01-01,2025-01-02,true
