player,playerId,teamId,position,positionSource,primaryArchetype,archetypeConfidence,secondaryArchetype,rawDRBL,posteriorDRBL,posteriorReliability,calibrationIntercept,calibrationSlope,finalAbilityDRBL100,actualOnCourtPossessions,replacementLevelDRBL100,aboveReplacementRate,pointsPerWin,DRBL_WAA,DRBL_WAR,oldDisplayedWAR,newDisplayedWAR,warChange,oldRank,newAbilityRank,newWaaRank,newWarRank,modelVersion,calibrationVersion,replacementVersion,warFormulaVersion
Adem Bona,1641737,1610612755,UNKNOWN,unavailable,finisher,0.7708,creator,0.4539,-0.408,0.9489,0,5.835417,-2.38085,3716,-1.488615,-0.892235,38.714286,-2.285265,-0.856414,0.56,-0.856414,-1.416414,172,404,435,431,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Kelly Oubre Jr.,1626162,1610612755,UNKNOWN,unavailable,finisher,0.7744,creator,0.1953,-0.1367,0.9767,0,5.835417,-0.797701,8388,-1.488615,0.690913,38.714286,-1.728334,1.496962,0.55,1.496962,0.946962,173,296,404,209,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Nikola Jović,1631107,1610612748,UNKNOWN,unavailable,finisher,0.8245,creator,0.3565,-0.0689,0.9581,0,5.835417,-0.40206,4572,-1.488615,1.086555,38.714286,-0.474817,1.283177,0.54,1.283177,0.743177,174,266,311,217,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Al Horford,201143,1610612738,UNKNOWN,unavailable,finisher,0.9075,creator,0.2436,-0.0194,0.9709,0,5.835417,-0.113207,6682,-1.488615,1.375408,38.714286,-0.195393,2.373923,0.54,2.373923,1.833923,175,245,284,163,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Devin Vassell,1630170,1610612759,UNKNOWN,unavailable,finisher,0.8477,creator,0.1977,-0.1171,0.9756,0,5.835417,-0.683327,7989,-1.488615,0.805287,38.714286,-1.4101,1.661775,0.53,1.661775,1.131775,176,291,391,195,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Khris Middleton,203114,1610612749,UNKNOWN,unavailable,finisher,0.8157,creator,0.4339,0.0473,0.9467,0,5.835417,0.276015,3552,-1.488615,1.76463,38.714286,0.253241,1.619032,0.51,1.619032,1.109032,177,217,199,199,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Garrison Mathews,1629726,1610612737,UNKNOWN,unavailable,finisher,0.6896,creator,0.4307,0.1324,0.946,0,5.835417,0.772609,3507,-1.488615,2.261224,38.714286,0.699881,2.048369,0.5,2.048369,1.548369,178,179,166,178,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Dalton Knecht,1642261,1610612747,UNKNOWN,unavailable,finisher,0.8442,creator,0.2525,-0.1064,0.9675,0,5.835417,-0.620888,5956,-1.488615,0.867726,38.714286,-0.955206,1.334954,0.5,1.334954,0.834954,179,287,358,216,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
John Konchar,1629723,1610612763,UNKNOWN,unavailable,finisher,0.6369,defender,0.5892,-0.2129,0.9257,0,5.835417,-1.24236,2491,-1.488615,0.246255,38.714286,-0.799374,0.158448,0.49,0.158448,-0.331552,180,323,349,295,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Royce O'Neale,1626220,1610612756,UNKNOWN,unavailable,finisher,0.8791,creator,0.195,0.2532,0.9738,0,5.835417,1.477527,7432,-1.488615,2.966142,38.714286,2.836417,5.694118,0.48,5.694118,5.214118,181,142,91,82,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Tristan Vukcevic,1641774,1610612764,UNKNOWN,unavailable,finisher,0.7935,creator,0.6772,0.265,0.9139,0,5.835417,1.546385,2122,-1.488615,3.035,38.714286,0.847602,1.663538,0.48,1.663538,1.183538,182,138,158,194,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Collin Gillespie,1631221,1610612756,UNKNOWN,unavailable,finisher,0.862,creator,0.7776,0.4151,0.9023,0,5.835417,2.422281,1847,-1.488615,3.910896,38.714286,1.155634,1.865829,0.48,1.865829,1.385829,183,103,147,186,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Moses Brown,1629650,1610612754,UNKNOWN,unavailable,finisher,0.7434,defender,2.6282,0.1298,0.7211,0,5.835417,0.757437,517,-1.488615,2.246052,38.714286,0.10115,0.299943,0.45,0.299943,-0.150057,184,182,212,278,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Cameron Payne,1626166,1610612752,UNKNOWN,unavailable,finisher,0.8671,creator,0.305,0.3636,0.9568,0,5.835417,2.121757,4428,-1.488615,3.610372,38.714286,2.426789,4.129413,0.45,4.129413,3.679413,185,121,103,116,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Zach Edey,1641744,1610612763,UNKNOWN,unavailable,finisher,0.8391,creator,0.2151,0.0968,0.9682,0,5.835417,0.564868,6097,-1.488615,2.053483,38.714286,0.889595,3.233971,0.44,3.233971,2.793971,186,194,155,138,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Brandon Miller,1641706,1610612766,UNKNOWN,unavailable,finisher,0.7815,creator,0.3394,-0.2414,0.9499,0,5.835417,-1.40867,3790,-1.488615,0.079945,38.714286,-1.379041,0.078264,0.43,0.078264,-0.351736,187,336,389,314,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Lonzo Ball,1628366,1610612741,UNKNOWN,unavailable,finisher,0.5232,defender,0.3799,0.0944,0.9439,0,5.835417,0.550863,3363,-1.488615,2.039478,38.714286,0.478519,1.771637,0.43,1.771637,1.341637,188,196,178,191,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Ryan Rollins,1631157,1610612749,UNKNOWN,unavailable,finisher,0.7246,defender,0.3751,-0.0189,0.9445,0,5.835417,-0.110289,3402,-1.488615,1.378325,38.714286,-0.096916,1.211197,0.43,1.211197,0.781197,189,244,269,219,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Daeqwon Plowden,1631342,1610612737,UNKNOWN,unavailable,finisher,0.8016,defender,4.3848,1.3216,0.5927,0,5.835417,7.712087,291,-1.488615,9.200701,38.714286,0.579687,0.69158,0.43,0.69158,0.26158,190,6,173,252,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Dominick Barlow,1631230,1610612737,UNKNOWN,unavailable,finisher,0.7926,creator,0.787,0.5956,0.889,0,5.835417,3.475574,1602,-1.488615,4.964189,38.714286,1.438195,2.054185,0.42,2.054185,1.634185,191,63,133,176,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Cory Joseph,202709,1610612753,UNKNOWN,unavailable,finisher,0.6737,creator,0.5033,-0.2867,0.925,0,5.835417,-1.673014,2465,-1.488615,-0.184399,38.714286,-1.065235,-0.11741,0.41,-0.11741,-0.52741,192,357,365,366,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Herbert Jones,1630529,1610612740,UNKNOWN,unavailable,finisher,0.6095,creator,0.4559,2.1365,0.9307,0,5.835417,12.467368,2686,-1.488615,13.955982,38.714286,8.649869,9.682671,0.41,9.682671,9.272671,193,1,20,30,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Keshad Johnson,1642352,1610612748,UNKNOWN,unavailable,finisher,0.629,defender,2.9048,-0.0742,0.6743,0,5.835417,-0.432988,414,-1.488615,1.055627,38.714286,-0.046303,0.112886,0.4,0.112886,-0.287114,194,268,257,308,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Tony Bradley,1628396,1610612754,UNKNOWN,unavailable,finisher,0.6255,defender,2.4509,0.666,0.7085,0,5.835417,3.886387,486,-1.488615,5.375002,38.714286,0.487878,0.674751,0.4,0.674751,0.274751,195,48,177,253,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Bol Bol,1629626,1610612756,UNKNOWN,unavailable,finisher,0.8858,creator,0.6217,0.1538,0.9049,0,5.835417,0.897487,1903,-1.488615,2.386102,38.714286,0.44116,1.172888,0.39,1.172888,0.782888,196,175,184,220,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Mitchell Robinson,1629011,1610612752,UNKNOWN,unavailable,finisher,0.6833,creator,1.0062,0.6762,0.8506,0,5.835417,3.945909,1139,-1.488615,5.434523,38.714286,1.160913,1.598873,0.38,1.598873,1.218873,197,43,146,201,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jonathan Isaac,1628371,1610612753,UNKNOWN,unavailable,defender,0.4199,finisher,0.2586,0.1721,0.9562,0,5.835417,1.004275,4369,-1.488615,2.49289,38.714286,1.133349,2.813286,0.38,2.813286,2.433286,198,166,148,146,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
RayJ Dennis,1642484,1610612754,UNKNOWN,unavailable,defender,0.5067,finisher,3.8834,0.6511,0.5789,0,5.835417,3.79944,275,-1.488615,5.288055,38.714286,0.269886,0.375627,0.36,0.375627,0.015627,199,51,197,270,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Julian Phillips,1641763,1610612741,UNKNOWN,unavailable,finisher,0.7412,creator,0.2278,-0.1247,0.959,0,5.835417,-0.727676,4675,-1.488615,0.760938,38.714286,-0.878716,0.918882,0.36,0.918882,0.558882,200,293,356,236,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Cam Spencer,1642285,1610612763,UNKNOWN,unavailable,finisher,0.8737,creator,0.9544,-0.2459,0.8479,0,5.835417,-1.434929,1115,-1.488615,0.053686,38.714286,-0.41327,0.015462,0.35,0.015462,-0.334538,201,339,306,338,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Grayson Allen,1628960,1610612756,UNKNOWN,unavailable,finisher,0.8139,creator,0.1689,0.1454,0.9691,0,5.835417,0.84847,6277,-1.488615,2.337084,38.714286,1.375679,3.789268,0.35,3.789268,3.439268,202,176,136,131,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Brandon Boston Jr.,1630527,1610612740,UNKNOWN,unavailable,finisher,0.7699,creator,0.2554,0.4595,0.9528,0,5.835417,2.681374,4038,-1.488615,4.169989,38.714286,2.796742,4.349406,0.34,4.349406,4.009406,203,93,92,111,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Kevin Huerter,1628989,1610612758,UNKNOWN,unavailable,finisher,0.8883,creator,0.1448,-0.3696,0.9727,0,5.835417,-2.15677,7126,-1.488615,-0.668155,38.714286,-3.969889,-1.229849,0.34,-1.229849,-1.569849,204,396,482,450,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Dariq Whitehead,1641727,1610612751,UNKNOWN,unavailable,finisher,0.877,creator,0.9903,0.6117,0.8379,0,5.835417,3.569524,1034,-1.488615,5.058139,38.714286,0.953366,1.350952,0.34,1.350952,1.010952,205,58,153,214,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Kyle Anderson,203937,1610612744,UNKNOWN,unavailable,finisher,0.7118,creator,0.2424,0.0763,0.9538,0,5.835417,0.445242,4127,-1.488615,1.933857,38.714286,0.474635,2.06152,0.33,2.06152,1.73152,206,201,181,174,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Isaac Jones,1642403,1610612758,UNKNOWN,unavailable,finisher,0.8487,creator,0.788,-0.1032,0.86,0,5.835417,-0.602215,1229,-1.488615,0.8864,38.714286,-0.191175,0.281391,0.32,0.281391,-0.038609,207,284,283,282,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Josh Minott,1631169,1610612750,UNKNOWN,unavailable,finisher,0.6636,defender,0.7994,-0.3506,0.8552,0,5.835417,-2.045897,1181,-1.488615,-0.557282,38.714286,-0.624112,-0.170002,0.31,-0.170002,-0.480002,208,384,330,375,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Alex Reese,1642024,1610612760,UNKNOWN,unavailable,finisher,0.7945,creator,0.9317,1.5228,0.8332,0,5.835417,8.886172,999,-1.488615,10.374787,38.714286,2.293026,2.677154,0.31,2.677154,2.367154,209,4,106,153,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Tosan Evbuomwan,1641787,1610612751,UNKNOWN,unavailable,finisher,0.5332,creator,0.3473,0.3441,0.93,0,5.835417,2.007967,2656,-1.488615,3.496582,38.714286,1.377569,2.398836,0.31,2.398836,2.088836,210,128,135,161,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Ja'Kobe Walter,1642266,1610612761,UNKNOWN,unavailable,finisher,0.7901,creator,0.1893,-0.3262,0.9594,0,5.835417,-1.903513,4721,-1.488615,-0.414898,38.714286,-2.321232,-0.505946,0.3,-0.505946,-0.805946,211,373,437,411,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Tyler Smith,1641890,1610612749,UNKNOWN,unavailable,finisher,0.6221,defender,1.7241,0.5252,0.7097,0,5.835417,3.064761,489,-1.488615,4.553376,38.714286,0.38711,0.575137,0.28,0.575137,0.295137,212,77,186,257,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Johnny Furphy,1642277,1610612754,UNKNOWN,unavailable,finisher,0.4642,defender,0.5341,-0.5413,0.8875,0,5.835417,-3.158711,1577,-1.488615,-1.670096,38.714286,-1.286679,-0.680302,0.28,-0.680302,-0.960302,213,434,382,422,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Chris Duarte,1630537,1610612741,UNKNOWN,unavailable,finisher,0.6466,defender,2.5488,0.7337,0.6146,0,5.835417,4.281445,319,-1.488615,5.77006,38.714286,0.352785,0.475444,0.27,0.475444,0.205444,214,38,188,264,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Cam Whitmore,1641715,1610612745,UNKNOWN,unavailable,finisher,0.8779,creator,0.2359,-0.2267,0.9445,0,5.835417,-1.322889,3406,-1.488615,0.165726,38.714286,-1.163849,0.145802,0.27,0.145802,-0.124198,215,329,374,298,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Gary Harris,203914,1610612753,UNKNOWN,unavailable,finisher,0.6516,defender,0.2762,-0.1495,0.9347,0,5.835417,-0.872395,2862,-1.488615,0.61622,38.714286,-0.644928,0.455548,0.26,0.455548,0.195548,216,298,331,266,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
De'Anthony Melton,1629001,1610612744,UNKNOWN,unavailable,finisher,0.6471,defender,1.4776,0.8796,0.7249,0,5.835417,5.132832,527,-1.488615,6.621447,38.714286,0.698709,0.901348,0.26,0.901348,0.641348,217,26,167,237,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Talen Horton-Tucker,1629659,1610612741,UNKNOWN,unavailable,finisher,0.7772,creator,0.2447,-0.0846,0.9398,0,5.835417,-0.493676,3122,-1.488615,0.994939,38.714286,-0.398111,0.802339,0.25,0.802339,0.552339,218,276,304,246,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Terrence Shannon Jr.,1630545,1610612750,UNKNOWN,unavailable,finisher,0.8758,creator,0.5266,0.1316,0.8771,0,5.835417,0.767941,1428,-1.488615,2.256556,38.714286,0.28326,0.832344,0.25,0.832344,0.582344,219,180,194,243,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Malaki Branham,1631103,1610612759,UNKNOWN,unavailable,finisher,0.8096,creator,0.4109,-0.7985,0.8972,0,5.835417,-4.65958,1745,-1.488615,-3.170965,38.714286,-2.10025,-1.429275,0.24,-1.429275,-1.669275,220,485,426,457,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
KJ Martin,1630231,1610612755,UNKNOWN,unavailable,finisher,0.8637,creator,0.1849,0.5228,0.9505,0,5.835417,3.050756,3840,-1.488615,4.539371,38.714286,3.02599,4.50252,0.24,4.50252,4.26252,221,78,88,108,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Josh Hart,1628404,1610612752,UNKNOWN,unavailable,finisher,0.821,creator,0.0585,0.0688,0.9832,0,5.835417,0.401477,11694,-1.488615,1.890091,38.714286,1.212697,5.709192,0.23,5.709192,5.479192,222,206,145,81,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
P.J. Washington,1629023,1610612742,UNKNOWN,unavailable,finisher,0.7925,creator,0.0883,0.1267,0.9745,0,5.835417,0.739347,7641,-1.488615,2.227962,38.714286,1.459242,4.397307,0.22,4.397307,4.177307,223,184,131,110,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Kyle Filipowski,1642271,1610612762,UNKNOWN,unavailable,finisher,0.8073,creator,0.1047,0,0.9698,0,5.835417,0,6432,-1.488615,1.488615,38.714286,0,2.473188,0.22,2.473188,2.253188,224,235,235,160,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
PJ Hall,1641790,1610612743,UNKNOWN,unavailable,finisher,0.7496,defender,2.6427,-0.2625,0.5585,0,5.835417,-1.531797,253,-1.488615,-0.043182,38.714286,-0.100104,-0.002822,0.22,-0.002822,-0.222822,225,346,270,345,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Scotty Pippen Jr.,1630590,1610612763,UNKNOWN,unavailable,finisher,0.7347,creator,0.0923,-0.973,0.973,0,5.835417,-5.67786,7220,-1.488615,-4.189246,38.714286,-10.588895,-7.812711,0.22,-7.812711,-8.032711,226,503,541,539,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Matas Buzelis,1641824,1610612741,UNKNOWN,unavailable,finisher,0.8154,creator,0.0973,-0.0291,0.9707,0,5.835417,-0.169811,6630,-1.488615,1.318804,38.714286,-0.290809,2.258513,0.21,2.258513,2.048513,227,247,294,167,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jaylin Williams,1631119,1610612760,UNKNOWN,unavailable,finisher,0.8311,creator,0.1932,-0.2264,0.9432,0,5.835417,-1.321138,3323,-1.488615,0.167476,38.714286,-1.133985,0.143752,0.21,0.143752,-0.066248,228,328,370,300,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Corey Kispert,1630557,1610612764,UNKNOWN,unavailable,finisher,0.8563,creator,0.0922,-0.0679,0.9706,0,5.835417,-0.396225,6614,-1.488615,1.09239,38.714286,-0.676916,1.866254,0.2,1.866254,1.666254,229,264,334,185,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Wendell Moore Jr.,1631111,1610612765,UNKNOWN,unavailable,finisher,0.716,creator,0.2893,0.0364,0.9107,0,5.835417,0.212409,2039,-1.488615,1.701024,38.714286,0.111871,0.895894,0.2,0.895894,0.695894,230,221,208,238,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jabari Smith Jr.,1631095,1610612745,UNKNOWN,unavailable,finisher,0.876,creator,0.0842,-0.0972,0.9718,0,5.835417,-0.567202,6903,-1.488615,0.921412,38.714286,-1.011358,1.642936,0.19,1.642936,1.452936,231,283,362,196,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Dean Wade,1629731,1610612739,UNKNOWN,unavailable,finisher,0.8901,creator,0.1093,0.1637,0.9631,0,5.835417,0.955258,5213,-1.488615,2.443872,38.714286,1.286284,3.290751,0.19,3.290751,3.100751,232,171,141,136,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Harrison Ingram,1631127,1610612759,UNKNOWN,unavailable,defender,0.6135,finisher,3.8292,0.4013,0.4236,0,5.835417,2.341753,147,-1.488615,3.830367,38.714286,0.088917,0.145441,0.19,0.145441,-0.044559,233,107,214,299,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Marvin Bagley III,1628963,1610612764,UNKNOWN,unavailable,finisher,0.5877,creator,0.4739,0.3501,0.854,0,5.835417,2.042979,1170,-1.488615,3.531594,38.714286,0.617417,1.067297,0.18,1.067297,0.887297,234,127,172,229,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Bones Hyland,1630538,1610612746,UNKNOWN,unavailable,finisher,0.5737,defender,0.5421,0.0332,0.8288,0,5.835417,0.193736,968,-1.488615,1.682351,38.714286,0.048441,0.42065,0.17,0.42065,0.25065,235,222,221,267,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Ajay Mitchell,1642349,1610612760,UNKNOWN,unavailable,finisher,0.7791,defender,0.2203,0.0737,0.9215,0,5.835417,0.43007,2348,-1.488615,1.918685,38.714286,0.260835,1.163672,0.17,1.163672,0.993672,236,203,198,222,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Trayce Jackson-Davis,1631218,1610612744,UNKNOWN,unavailable,finisher,0.8326,creator,0.1249,-0.0095,0.9539,0,5.835417,-0.055436,4137,-1.488615,1.433178,38.714286,-0.059239,1.531491,0.17,1.531491,1.361491,237,241,259,207,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Zeke Nnaji,1630192,1610612743,UNKNOWN,unavailable,finisher,0.7475,creator,0.2073,-0.472,0.9256,0,5.835417,-2.754317,2487,-1.488615,-1.265702,38.714286,-1.769369,-0.813085,0.17,-0.813085,-0.983085,238,419,405,429,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Lindy Waters III,1630322,1610612744,UNKNOWN,unavailable,finisher,0.8666,creator,0.1536,-0.2165,0.9412,0,5.835417,-1.263368,3204,-1.488615,0.225247,38.714286,-1.045565,0.186415,0.16,0.186415,0.026415,239,326,364,294,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Neemias Queta,1629674,1610612738,UNKNOWN,unavailable,finisher,0.8869,creator,0.1357,0.2641,0.9432,0,5.835417,1.541134,3323,-1.488615,3.029748,38.714286,1.322816,2.600553,0.15,2.600553,2.450553,240,139,140,156,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Grant Williams,1629684,1610612766,UNKNOWN,unavailable,finisher,0.7327,creator,0.2298,1.1076,0.9073,0,5.835417,6.463307,1958,-1.488615,7.951922,38.714286,3.268859,4.021736,0.15,4.021736,3.871736,241,16,84,122,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Johnny Davis,1631098,1610612764,UNKNOWN,unavailable,defender,0.4969,finisher,0.4509,0.2527,0.8321,0,5.835417,1.47461,991,-1.488615,2.963225,38.714286,0.377467,0.75852,0.15,0.75852,0.60852,242,144,187,249,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Leonard Miller,1631159,1610612750,UNKNOWN,unavailable,finisher,0.6032,defender,3.1514,0.1148,0.3958,0,5.835417,0.669906,131,-1.488615,2.158521,38.714286,0.022668,0.073039,0.14,0.073039,-0.066961,243,186,224,317,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Chuma Okeke,1629643,1610612755,UNKNOWN,unavailable,finisher,0.8446,creator,0.4757,0.3701,0.8051,0,5.835417,2.159688,826,-1.488615,3.648302,38.714286,0.460787,0.778394,0.13,0.778394,0.648394,244,118,182,248,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jaylen Sims,1631301,1610612766,UNKNOWN,unavailable,finisher,0.6286,creator,0.7992,0.1108,0.6979,0,5.835417,0.646564,462,-1.488615,2.135179,38.714286,0.077158,0.254803,0.12,0.254803,0.134803,245,187,215,286,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Tyus Jones,1626145,1610612756,UNKNOWN,unavailable,finisher,0.8835,creator,0.0413,-0.6649,0.9778,0,5.835417,-3.879969,8820,-1.488615,-2.391354,38.714286,-8.839456,-5.448051,0.12,-5.448051,-5.568051,246,462,529,521,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Isaiah Crawford,1642384,1610612758,UNKNOWN,unavailable,finisher,0.6493,defender,1.9567,0.0717,0.4778,0,5.835417,0.418399,183,-1.488615,1.907014,38.714286,0.019777,0.090143,0.12,0.090143,-0.029857,247,204,226,313,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
N'Faly Dante,1642368,1610612745,UNKNOWN,unavailable,finisher,0.8701,creator,1.5126,0.3283,0.5215,0,5.835417,1.915767,218,-1.488615,3.404382,38.714286,0.107877,0.191701,0.11,0.191701,0.081701,248,130,209,291,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
De'Aaron Fox,1628368,1610612758,UNKNOWN,unavailable,finisher,0.7572,creator,0.034,-0.0783,0.979,0,5.835417,-0.456913,9335,-1.488615,1.031702,38.714286,-1.101734,2.487695,0.11,2.487695,2.377695,249,273,368,159,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Keion Brooks Jr.,1631232,1610612740,UNKNOWN,unavailable,finisher,0.803,creator,0.218,-0.2293,0.8747,0,5.835417,-1.338061,1396,-1.488615,0.150554,38.714286,-0.482492,0.054288,0.1,0.054288,-0.045712,250,330,313,321,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Thomas Bryant,1628418,1610612748,UNKNOWN,unavailable,finisher,0.8239,creator,0.0755,0.5326,0.9512,0,5.835417,3.107943,3895,-1.488615,4.596558,38.714286,3.126866,4.624544,0.1,4.624544,4.524544,251,76,87,106,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Bobi Klintman,1641752,1610612765,UNKNOWN,unavailable,finisher,0.8207,creator,1.964,0.1644,0.4203,0,5.835417,0.959342,145,-1.488615,2.447957,38.714286,0.035931,0.091685,0.1,0.091685,-0.008315,252,170,222,312,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Mason Jones,1630222,1610612758,UNKNOWN,unavailable,finisher,0.8331,creator,1.602,0.2028,0.4609,0,5.835417,1.183422,171,-1.488615,2.672037,38.714286,0.052271,0.118023,0.09,0.118023,0.028023,253,161,220,307,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Mouhamed Gueye,1631243,1610612737,UNKNOWN,unavailable,finisher,0.5476,creator,0.1148,0.0184,0.9181,0,5.835417,0.107372,2242,-1.488615,1.595986,38.714286,0.06218,0.924259,0.09,0.924259,0.834259,254,226,218,235,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Damion Lee,1627814,1610612756,UNKNOWN,unavailable,defender,0.4743,creator,0.4056,-0.0901,0.7512,0,5.835417,-0.525771,604,-1.488615,0.962844,38.714286,-0.082028,0.150218,0.08,0.150218,0.070218,255,280,264,297,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jackson Rowe,1642050,1610612744,UNKNOWN,unavailable,finisher,0.4953,defender,1.0437,-0.0959,0.5327,0,5.835417,-0.559616,228,-1.488615,0.928998,38.714286,-0.032957,0.054711,0.08,0.054711,-0.025289,256,282,254,320,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
