season,playerId,player,teamId,drbl100_400,drbl100_full,deltaDRBL,absoluteDeltaDRBL,rank400,rankFull,rankChange,P400,PFull,LN400,LNFull,B400,BFull,fused400,fusedFull,posterior400,posteriorFull,war400,warFull,poss400,possFull
2024-25,1627739,Kris Dunn,1610612746,0.381,-0.1752,-0.5562,0.5562,70,308,-238,0.39,0.24,1.87,0.81,0.22,0.39,0.41,-0.18,0.381,-0.1752,1.8413249169993098,0.8804894961730406,2683,7311
2024-25,201587,Nicolas Batum,1610612746,-0.2735,-0.1544,0.11910000000000001,0.11910000000000001,279,301,-22,-0.65,0.63,3.12,2.04,0.02,0.1,-0.3,-0.16,-0.2735,-0.1544,-0.25629915112894347,0.8360341512130821,2075,5508
2024-25,1630545,Terrence Shannon Jr.,1610612750,-0.3703,0.1316,0.5019,0.5019,322,180,142,-0.65,0.46,-0.1,1.33,0.02,-0.19,-0.76,0.15,-0.3703,0.1316,-0.3000570959037062,0.8323442730216972,183,1428
2024-25,1641724,Jett Howard,1610612753,-0.2145,-0.0655,0.149,0.149,256,263,-7,0.24,-1.13,0.63,-0.93,-0.22,-0.04,-0.25,-0.07,-0.2145,-0.0655,0.40767136706418255,0.8322049982076105,1206,2912
2024-25,1630611,Gui Santos,1610612744,-0.4293,-0.0751,0.3542,0.3542,350,270,80,-1.24,-0.37,0.37,3.41,-0.16,-0.23,-1.07,-0.08,-0.4293,-0.0751,-0.24095576536902272,0.8250676161766273,134,3041
2024-25,1629659,Talen Horton-Tucker,1610612741,1.2142,-0.0846,-1.2988,1.2988,3,276,-273,1.69,0.23,2.26,-0.09,-0.12,-0.28,1.42,-0.09,1.2142,-0.0846,2.1231906715636986,0.8023389914838593,1135,3122
2024-25,1627759,Jaylen Brown,1610612738,-0.4802,-0.1956,0.2846,0.2846,359,315,44,-0.3,-0.2,0.73,0.6,-0.49,-0.42,-0.51,-0.2,-0.4802,-0.1956,0.1281375391238919,0.7891342619513309,3287,8799
2024-25,1631098,Johnny Davis,1610612764,0.1895,0.2527,0.06319999999999998,0.06319999999999998,114,144,-30,1.01,0.38,1.36,0.38,0.19,0,0.24,0.3037,0.1895,0.2527,0.9695854405345312,0.7585198791973418,595,991
2024-25,1630193,Immanuel Quickley,1610612761,-0.1991,-0.1235,0.0756,0.0756,249,292,-43,-0.2,1.01,-0.91,0.21,0.35,0.28,-0.3445,-0.13,-0.1991,-0.1235,0.010553551100323924,0.7511934813472411,274,3787
2024-25,1627763,Malcolm Brogdon,1610612764,0.1165,-0.0512,-0.16770000000000002,0.16770000000000002,132,257,-125,0.5,0.09,-0.69,-0.15,-0.02,-0.2,0.14,-0.0555,0.1165,-0.0512,1.5227131129890061,0.725012981635645,1204,2359
2024-25,1641720,Jalen Hood-Schifino,1610612747,0.0814,0.0862,0.004799999999999999,0.004799999999999999,149,198,-49,0.54,-2.11,0.28,1.06,0.04,-0.16,0.3831,0.1,0.0814,0.0862,0.10601335769425531,0.6415098926141809,54,1247
2024-25,1630208,Nick Richards,1610612766,-0.3855,-0.1733,0.2122,0.2122,329,306,23,-0.43,-0.74,0.33,-1.22,-0.43,-0.58,-0.45,-0.18,-0.3855,-0.1733,0.2254221369788276,0.6392970208115776,1209,5185
2024-25,1641890,Tyler Smith,1610612749,0.1898,0.5252,0.33540000000000003,0.33540000000000003,113,77,36,1.66,1.22,0.21,0.31,-0.15,-0.09,0.43,0.74,0.1898,0.5252,0.4516779980751459,0.5751367013434585,164,489
2024-25,1641871,Duop Reath,1610612757,-0.1591,-0.0635,0.09559999999999999,0.09559999999999999,233,262,-29,0.87,-0.09,-0.14,-1.42,-0.15,-0.05,-0.25,-0.07,-0.1591,-0.0635,0.31991187333114557,0.5628698158512405,363,1949
2024-25,1631321,Sidy Cissoko,1610612759,0.2447,0.5019,0.2572,0.2572,99,81,18,0.09,0.32,0.42,0.05,-0.01,-0.19,0.61,0.73,0.2447,0.5019,0.3904252206559464,0.5020525441121544,133,440
2024-25,1630230,Naji Marshall,1610612742,-0.2385,-0.2146,0.023899999999999977,0.023899999999999977,270,325,-55,0.24,-0.17,0.94,-0.34,0,0,-0.26,-0.22,-0.2385,-0.2146,1.0553270250043731,0.4859244000566717,2256,7960
2024-25,1629646,Charles Bassey,1610612759,0.5704,-0.0532,-0.6236,0.6236,35,258,-223,0.05,-0.21,1.44,-2.16,0.04,-0.02,0.71,-0.06,0.5704,-0.0532,0.10686032189638364,0.47718083575414466,799,1568
2024-25,1630537,Chris Duarte,1610612741,0.6824,0.7337,0.05130000000000001,0.05130000000000001,27,38,-11,1.81,1.57,0.88,1.41,-0.13,-0.19,1.3,1.1938,0.6824,0.7337,0.5332520318633641,0.47544442248761054,236,319
2024-25,203914,Gary Harris,1610612753,0.7007,-0.1495,-0.8502,0.8502,26,298,-272,0.42,0.26,1.8,0.54,-0.15,-0.03,0.8212,-0.16,0.7007,-0.1495,0.6990635631327561,0.45554802047523985,1163,2862
2024-25,1630538,Bones Hyland,1610612746,-0.7167,0.0332,0.7499,0.7499,414,222,192,0.72,0.45,-1.02,-0.41,0.16,0.12,-0.97,0.04,-0.7167,0.0332,0.5735095122410786,0.4206497313455416,424,968
2024-25,1641809,Drew Peterson,1610612738,-0.6314,0.1094,0.7407999999999999,0.7407999999999999,398,188,210,-0.7,-0.03,-1.36,1.87,-0.43,-0.27,-1.0051,0.14,-0.6314,0.1094,-0.2561005498593775,0.39228017522162995,262,714
2024-25,202685,Jonas Valančiūnas,1610612764,-0.1174,-0.213,-0.09559999999999999,0.09559999999999999,215,324,-109,-0.12,-0.15,-1.07,-1.38,-0.14,-0.1,-0.13,-0.22,-0.1174,-0.213,-0.17777160732057398,0.3848060616596194,1945,6064
2024-25,1629162,Jordan McLaughlin,1610612758,-0.159,-0.0604,0.0986,0.0986,232,261,-29,0.01,1.21,0.66,2.57,-0.22,-0.14,-0.21,-0.07,-0.159,-0.0604,0.141225563395625,0.3686007436811798,640,1256
2024-25,1631132,Christian Koloko,1610612747,-0.39,-0.1053,0.2847,0.2847,331,285,46,-1.11,0,0.48,0.33,-0.32,-0.2,-0.5,-0.12,-0.39,-0.1053,-0.1366362023407954,0.32243385595720253,620,1428
2024-25,1641738,Kobe Brown,1610612746,0.17,-0.0589,-0.22890000000000002,0.22890000000000002,123,260,-137,0.46,-1.09,0.31,-0.17,0.07,0.02,0.3443,-0.07,0.17,-0.0589,0.17491154843148257,0.3152512548307367,195,1066
2024-25,1628981,Bruno Fernando,1610612761,-0.3788,0.0652,0.444,0.444,327,208,119,-0.31,-0.22,0.17,0.43,0.07,0.11,-0.5,0.0855,-0.3788,0.0652,0.13248443277015395,0.3089850940393862,618,640
2024-25,1630314,Brandon Williams,1610612742,-0.5944,-0.1548,0.43960000000000005,0.43960000000000005,387,302,85,-3.01,1.38,-0.82,1.99,-0.14,-0.08,-1.8591,-0.17,-0.5944,-0.1548,-0.5641727115451387,0.30841231882993914,94,2040
2024-25,1629650,Moses Brown,1610612754,0.2367,0.1298,-0.1069,0.1069,100,182,-82,0.46,1.9,-0.32,-0.17,-0.31,-0.07,0.46,0.18,0.2367,0.1298,0.18529779300774799,0.29994323443699156,212,517
2024-25,1629003,Shake Milton,1610612751,-0.2224,-0.1984,0.023999999999999994,0.023999999999999994,264,316,-52,-0.01,-0.25,1.5,-0.27,-0.27,-0.18,-0.25,-0.21,-0.2224,-0.1984,0.3667350983068845,0.2911761562048134,1651,3407
2024-25,1630578,Alperen Sengun,1610612745,-0.0754,-0.2351,-0.1597,0.1597,200,332,-132,0.21,-0.32,1.65,3.46,0.18,-0.13,-0.08,-0.24,-0.0754,-0.2351,1.4480945369971387,0.2892816268344077,3382,9596
2024-25,1642403,Isaac Jones,1610612758,-0.227,-0.1032,0.12380000000000001,0.12380000000000001,266,284,-18,0.04,0.68,-2.25,-3.04,-0.14,-0.37,-0.3,-0.12,-0.227,-0.1032,0.20243113122010603,0.2813910454030021,629,1229
2024-25,1630604,E.J. Liddell,1610612741,0.4176,0.5722,0.15460000000000002,0.15460000000000002,55,67,-12,1.67,0.31,0.48,0.71,-0.3,-0.2,1.01,1.09,0.4176,0.5722,0.41954197224038825,0.27558521500366506,141,221
2024-25,1630543,Isaiah Jackson,1610612754,0.2823,0.2261,-0.0562,0.0562,90,152,-62,0.3,0.3,0.86,0.61,-0.01,-0.02,0.4378,0.3507,0.2823,0.2261,0.21064533322464143,0.2632890878297016,363,363
2024-25,1629111,Jock Landale,1610612745,-0.1685,-0.183,-0.014499999999999985,0.014499999999999985,240,311,-71,-0.73,-0.02,-0.11,-1.29,-0.05,-0.26,-0.2164,-0.2,-0.1685,-0.183,-0.040061553872721936,0.23398063255325163,744,2153
2024-25,1626153,Delon Wright,1610612749,-0.3767,-0.1948,0.18189999999999998,0.18189999999999998,325,314,11,-0.41,-0.52,-1.05,0.22,0.02,0.11,-0.44,-0.21,-0.3767,-0.1948,-0.1725822965719582,0.23367917191670057,1434,2571
2024-25,1642270,Donovan Clingan,1610612757,-0.2263,-0.2315,-0.00520000000000001,0.00520000000000001,265,331,-66,-0.19,-0.02,-0.15,0.57,0.17,-0.11,-0.26,-0.24,-0.2263,-0.2315,-0.20882114378566613,0.19394048007621978,1320,5452
2024-25,1630256,Jae'Sean Tate,1610612745,-0.5674,-0.2035,0.3639,0.3639,381,317,64,1.12,-0.04,-0.25,-0.13,-0.56,-0.23,-0.98,-0.22,-0.5674,-0.2035,0.11136382300841106,0.1912532599620039,392,2459
2024-25,1630322,Lindy Waters III,1610612744,-0.0179,-0.2165,-0.1986,0.1986,185,326,-141,-0.18,0.14,0.12,-0.19,-0.06,0.07,-0.02,-0.23,-0.0179,-0.2165,0.7765716204240208,0.18641481674535906,1540,3204
2024-25,1629723,John Konchar,1610612763,-0.3138,-0.2129,0.10090000000000002,0.10090000000000002,300,323,-23,-0.01,0.55,0.1,-0.56,-0.19,0.04,-0.39,-0.23,-0.3138,-0.2129,0.28855948664724396,0.15844801203187964,870,2491
2024-25,203109,Jae Crowder,1610612758,0.0194,-0.0136,-0.033,0.033,168,243,-75,0.02,-0.66,0.08,-0.25,-0.21,-0.23,0.03,-0.02,0.0194,-0.0136,0.034609447504781614,0.15324977554551128,341,421
2024-25,1627814,Damion Lee,1610612756,-0.0402,-0.0901,-0.0499,0.0499,190,280,-90,-0.23,0.3,0.05,0.49,0.03,-0.14,-0.0928,-0.12,-0.0402,-0.0901,-0.011161993171630243,0.15021783519339887,153,604
2024-25,1641715,Cam Whitmore,1610612745,-1.0665,-0.2267,0.8398,0.8398,452,329,123,-1.94,0.22,-1.68,0.55,0.06,0.03,-1.6865,-0.24,-1.0665,-0.2267,-0.7739121020088112,0.14580203978919865,522,3406
2024-25,1628427,Vlatko Čančar,1610612743,0.0197,-0.0958,-0.11549999999999999,0.11549999999999999,167,281,-114,0.01,-0.95,0.22,0.79,-0.19,-0.05,0.0466,-0.13,0.0197,-0.0958,0.042790749905065685,0.1344635023272399,146,560
2024-25,1627824,Guerschon Yabusele,1610612755,-0.3952,-0.2436,0.15159999999999998,0.15159999999999998,333,338,-5,-0.41,-0.29,1.71,0.98,-0.23,-0.21,-0.43,-0.25,-0.3952,-0.2436,-0.4392612059730769,0.13147828837379288,2415,7585
2024-25,1630658,Colin Castleton,1610612763,0.0029,-0.2064,-0.20929999999999999,0.20929999999999999,174,320,-146,0.2,-0.27,0.05,1.1,-0.23,-0.24,0.0112,-0.23,0.0029,-0.2064,0.029433109364346233,0.1283865080853251,64,1749
2024-25,203078,Bradley Beal,1610612756,0,-0.2431,-0.2431,0.2431,179,337,-158,-0.09,-0.1,-2.25,-3.72,-0.15,-0.05,0,-0.25,0,-0.2431,0.3984582073606423,0.12697522011531123,2359,7020
2024-25,1631245,Quenton Jackson,1610612754,0.0501,-0.2047,-0.25479999999999997,0.25479999999999997,159,319,-160,0.25,1.29,0.06,0.38,0.04,-0.06,0.06,-0.23,0.0501,-0.2047,0.38025442836605855,0.12314425834602027,1011,1621
2024-25,1642352,Keshad Johnson,1610612748,0.04,-0.0742,-0.1142,0.1142,162,268,-106,0.45,1.96,0,0.59,0,-0.18,0.2021,-0.11,0.0411,-0.0742,0.04,0.11288585434482384,51,414
2024-25,1630526,Jeremiah Robinson-Earl,1610612740,-0.3655,-0.2406,0.12489999999999998,0.12489999999999998,321,334,-13,-0.37,-0.64,-2.07,-1.27,-0.08,-0.09,-0.4,-0.25,-0.3655,-0.2406,0.04517958214545984,0.11207703545695723,2187,5128
2024-25,1642353,Cam Christie,1610612746,0.1479,0.049,-0.0989,0.0989,126,213,-87,1.01,-0.56,0,0.54,-0.01,0.21,0.5372,0.09,0.1479,0.049,0.20805415504427882,0.1095506445923411,76,239
2024-25,1641706,Brandon Miller,1610612766,-0.2441,-0.2414,0.002700000000000008,0.002700000000000008,272,336,-64,0.43,0.32,-0.35,-1.11,-0.14,0.1,-0.26,-0.2541,-0.2441,-0.2414,1.581336864309131,0.07826370315820645,2783,3790
2024-25,1642280,Trentyn Flowers,1610612746,0.0999,0.1679,0.06799999999999999,0.06799999999999999,137,167,-30,0.82,-0.32,0,0.7,-0.11,-0.32,0.4223,0.46,0.0999,0.1679,0.16102617684045548,0.07332276332513434,62,115
2024-25,1631386,Tazé Moore,1610612757,0.0607,0.0634,0.002700000000000001,0.002700000000000001,155,209,-54,0.39,0.4,0.09,0.06,-0.25,-0.15,0.1972,0.2058,0.0607,0.0634,0.10075042405076004,0.042726769669974726,89,89
2024-25,1628408,PJ Dozier,1610612750,0.0417,-0.0751,-0.1168,0.1168,161,271,-110,0.74,0.15,-0.08,-0.47,-0.09,-0.62,0.1,-0.1759,0.0417,-0.0751,0.03747458844656221,0.04042587136149867,136,149
2024-25,1630618,D.J. Carton,1610612761,-0.1205,-0.081,0.03949999999999999,0.03949999999999999,219,274,-55,-0.89,-0.89,0.56,0.7,-0.03,0.25,-0.2802,-0.1883,-0.1205,-0.081,-0.16856326219326562,0.03962564410177386,151,151
2024-25,1641707,Taylor Hendricks,1610612762,-0.2142,-0.1746,0.039599999999999996,0.039599999999999996,255,307,-52,-0.61,-0.61,-0.32,-0.04,0.29,0.09,-0.3472,-0.283,-0.2142,-0.1746,-0.12656424260189011,0.039070805800201606,322,322
2024-25,201567,Kevin Love,1610612748,0.4068,-0.2356,-0.6424,0.6424,61,333,-272,0.17,-0.77,0.81,-0.27,0.09,0.04,0.52,-0.28,0.4068,-0.2356,0.10058104458415724,0.03121474161168064,623,1062
2024-25,1630191,Isaiah Stewart,1610612765,-0.2218,-0.2517,-0.029899999999999982,0.029899999999999982,263,341,-78,-0.15,-0.22,-1.59,-2.2,-0.18,-0.08,-0.24,-0.26,-0.2218,-0.2517,0.36202363424928474,0.031087223762419756,2292,6066
2024-25,1641789,Jazian Gortman,1610612742,-0.0693,-0.186,-0.1167,0.1167,197,312,-115,-1.78,-1.1,0.11,0.6,0.02,-0.03,-0.2,-0.3416,-0.0693,-0.186,-0.15299011415650035,0.024892961332886446,143,239
2024-25,1641766,Adama Sanogo,1610612741,-0.1253,-0.0835,0.04179999999999999,0.04179999999999999,220,275,-55,-0.31,-0.45,-0.03,-0.17,-0.28,0.1,-0.41,-0.2733,-0.1253,-0.0835,-0.062028325407221196,0.022761483902152095,58,88
2024-25,1630592,Jalen Wilson,1610612751,-0.4086,-0.2537,0.15490000000000004,0.15490000000000004,337,342,-5,-0.56,-0.32,1.94,0.72,-0.39,-0.32,-0.44,-0.26,-0.4086,-0.2537,0.10244274759627278,0.01701685001203519,2565,8064
2024-25,1642285,Cam Spencer,1610612763,-0.3116,-0.2459,0.06569999999999998,0.06569999999999998,298,339,-41,-1,0.81,0.63,-0.18,-0.23,-0.13,-0.52,-0.29,-0.3116,-0.2459,-0.10752700696627307,0.015461916048704425,307,1115
2024-25,1641739,Toumani Camara,1610612757,-0.6902,-0.2551,0.43510000000000004,0.43510000000000004,406,343,63,-0.65,0.33,1.09,3.42,-0.14,-0.01,-0.73,-0.26,-0.6902,-0.2551,-0.4481106645637655,0,3424,10513
2024-25,1630227,Daishen Nix,1610612750,-0.2739,-0.281,-0.007100000000000051,0.007100000000000051,281,353,-72,-2.3,-2.31,0.15,0.09,-0.29,-0.37,-1.2348,-1.267,-0.2739,-0.281,-0.3806393938572675,-0.0022252316887017383,57,57
2024-25,1642502,Malevy Leons,1610612760,-0.3577,-0.3567,0.0010000000000000009,0.0010000000000000009,317,389,-72,-1.71,-1.71,-0.82,-0.77,-0.44,-0.51,-1.2303,-1.2268,-0.3577,-0.3567,-0.30000052463298144,-0.012557644276171434,82,82
2024-25,1629098,Jack McVeigh,1610612745,-0.1625,-0.3508,-0.1883,0.1883,237,385,-148,-0.8,-1.34,-0.11,0.35,-0.19,0.06,-0.4876,-0.72,-0.1625,-0.3508,-0.13459415332732666,-0.027407293772040653,100,190
2024-25,1631170,Jaime Jaquez Jr.,1610612748,-0.7258,-0.2603,0.4655,0.4655,416,345,71,-0.6,-0.52,-1.35,-2.48,-0.28,-0.21,-0.81,-0.27,-0.7258,-0.2603,-0.38850661202753456,-0.04224669360626712,1736,5390
2024-25,1630699,MarJon Beauchamp,1610612749,-0.1046,-0.3213,-0.21669999999999998,0.21669999999999998,209,368,-159,-0.5,-0.37,0.42,1.12,-0.39,-0.28,-0.2441,-0.42,-0.1046,-0.3213,-0.10398481624188162,-0.0649590394246614,214,651
2024-25,1630649,Stanley Umude,1610612749,0.0907,-0.377,-0.4677,0.4677,142,399,-257,0.7,-1.85,-0.04,-1.41,-0.04,0.05,0.3263,-0.59,0.0907,-0.377,0.14080756456193608,-0.06504405132416881,114,354
2024-25,201949,James Johnson,1610612754,-0.12,-0.627,-0.507,0.507,218,454,-236,-1.12,-2.53,0,0.09,0,0.02,-0.5012,-1.51,-0.1229,-0.627,-0.1,-0.07960037962067389,65,142
2024-25,1628976,Wendell Carter Jr.,1610612753,-0.1612,-0.2626,-0.10139999999999999,0.10139999999999999,236,347,-111,0.81,-0.3,1.54,1.02,-0.21,-0.3,-0.18,-0.27,-0.1612,-0.2626,1.0062548579754227,-0.0804899899591362,1636,7120
2024-25,1642358,AJ Johnson,1610612749,-0.0031,-0.2786,-0.2755,0.2755,181,352,-171,-0.08,-1.46,0.15,2.04,-0.11,-0.12,-0.0152,-0.3,-0.0031,-0.2786,-0.00016369559188458726,-0.09237959746471046,51,2608
2024-25,1629628,RJ Barrett,1610612761,-0.613,-0.2632,0.3498,0.3498,393,348,45,-0.33,-0.41,-1.03,-0.79,0.12,0.13,-0.65,-0.27,-0.613,-0.2632,-0.5549011751047869,-0.09436456502608107,3145,7729
2024-25,1641857,Liam Robbins,1610612749,0.0991,-0.5568,-0.6558999999999999,0.6558999999999999,138,439,-301,1.16,-1.38,0.03,-0.68,-0.27,-0.72,0.3322,-1.0347,0.0991,-0.5568,0.15521525080500997,-0.10595753526528882,134,233
2024-25,1630200,Tre Jones,1610612759,-0.8491,-0.275,0.5740999999999999,0.5740999999999999,429,350,79,-0.59,0.74,1.49,1.29,-0.07,-0.02,-1.12,-0.29,-0.8491,-0.275,-0.27575344943064867,-0.10987290601281438,764,3663
2024-25,202709,Cory Joseph,1610612753,-0.1406,-0.2867,-0.1461,0.1461,228,357,-129,0.38,0.47,-0.03,0.26,-0.1,0.06,-0.25,-0.31,-0.1406,-0.2867,0.04863457554476249,-0.11740987411754582,326,2465
2024-25,203083,Andre Drummond,1610612755,-0.512,-0.2815,0.23050000000000004,0.23050000000000004,369,354,15,-0.01,-0.73,-2.07,-3.1,-0.4,-0.24,-0.57,-0.3,-0.512,-0.2815,0.6538363033087776,-0.12136805227546124,1672,3050
2024-25,1641757,Jordan Miller,1610612746,-0.9946,-0.304,0.6906000000000001,0.6906000000000001,444,365,79,-0.76,-1.14,-0.47,-0.49,-0.22,-0.2,-1.18,-0.34,-0.9946,-0.304,-0.7115503003284164,-0.12434392094917528,925,1687
2024-25,1631102,TyTy Washington Jr.,1610612756,0.1879,-0.4657,-0.6536,0.6536,115,416,-301,0.99,-1.83,0.13,0.18,-0.09,0.08,0.5458,-0.67,0.1879,-0.4657,0.23087297283359562,-0.1447517509314549,105,456
2024-25,1631210,Jacob Toppin,1610612752,-0.1376,-0.6087,-0.4711,0.4711,227,450,-223,-0.88,-0.86,-0.31,-0.39,-0.1,0.02,-0.4997,-1.02,-0.1376,-0.6087,-0.1144274983506432,-0.15776279200499915,81,296
2024-25,202704,Reggie Jackson,1610612755,0.1781,-0.3235,-0.5016,0.5016,120,372,-252,0.47,-0.89,0.35,-0.08,0.31,0.23,0.25,-0.3649,0.1781,-0.3235,0.29108326076036006,-0.16124767696352954,504,1564
2024-25,1631216,Caleb Houstan,1610612753,-0.4161,-0.2913,0.12480000000000002,0.12480000000000002,340,360,-20,-0.63,0.98,0.31,-1.58,-0.39,-0.06,-0.62,-0.31,-0.4161,-0.2913,-0.10331920107782147,-0.16969520692096363,416,3110
2024-25,1631169,Josh Minott,1610612750,-0.995,-0.3506,0.6444,0.6444,445,384,61,0.05,0.68,-0.93,-4.27,-0.2,-0.15,-1.46,-0.41,-0.995,-0.3506,0.14141132579523916,-0.1700019431186544,485,1181
2024-25,1630243,Trevelin Queen,1610612753,0.41,-0.3317,-0.7417,0.7417,59,377,-318,1.75,-0.18,0,-0.96,0,0.04,0.7493,-0.37,0.411,-0.3317,0.26,-0.1998602625961735,243,1731
2024-25,1631306,Cole Swider,1610612765,-0.0562,-0.4394,-0.3832,0.3832,193,409,-216,-0.66,-0.06,0.28,1.23,-0.02,0.04,-0.2681,-0.56,-0.0562,-0.4394,-0.09678127403135917,-0.2025132669281412,53,729
2024-25,1629610,DaQuan Jeffries,1610612766,0.3613,-0.2867,-0.648,0.648,72,358,-286,1.32,-0.51,0,1.62,-0.04,0.04,0.6587,-0.3,0.3613,-0.2867,0.46973172277716874,-0.20552681818142404,427,4315
2024-25,1629234,Drew Eubanks,1610612762,-0.8311,-0.3004,0.5307,0.5307,424,362,62,-0.82,-0.63,1.78,-3.12,-0.22,-0.33,-0.97,-0.32,-0.8311,-0.3004,-0.31352580604333097,-0.20975872259732797,1235,3072
2024-25,201988,Patty Mills,1610612762,0.5221,-0.3585,-0.8806,0.8806,43,391,-348,-0.17,-0.33,2.11,0.81,-0.08,-0.08,0.697,-0.41,0.5221,-0.3585,0.07297533437627424,-0.21695036754289027,597,1392
2024-25,203500,Steven Adams,1610612745,-2.0531,-0.3014,1.7517,1.7517,475,364,111,-2.31,-0.61,-1.08,0.91,-0.59,-0.24,-2.68,-0.32,-2.0531,-0.3014,-1.2478411990925955,-0.2261135650514967,698,3240
2024-25,1642422,Armel Traoré,1610612747,-0.5664,-0.8142,-0.24780000000000002,0.24780000000000002,380,488,-108,-1.54,-1.42,-0.84,-2.01,0.1,-0.21,-1.0125,-1.4063,-0.5664,-0.8142,-0.396509106416095,-0.23175163260659307,254,275
2024-25,1641712,Rayan Rupert,1610612757,-0.1081,-0.336,-0.22790000000000002,0.22790000000000002,212,381,-169,0.58,-0.43,0.38,-1.68,-0.18,-0.23,-0.13,-0.37,-0.1081,-0.336,0.6231702612143791,-0.24119895676514883,1035,1978
2024-25,1631097,Bennedict Mathurin,1610612754,-0.228,-0.2738,-0.04579999999999998,0.04579999999999998,267,349,-82,-0.18,-0.16,0.86,2.1,-0.27,-0.47,-0.24,-0.28,-0.228,-0.2738,0.45765957409036645,-0.24832367744939668,3659,8810
2024-25,1630346,Matt Ryan,1610612752,-0.5992,-0.9157,-0.3165,0.3165,390,497,-107,-2.85,-1.75,-1.94,-2.11,-0.21,-0.02,-1.23,-1.5652,-0.5992,-0.9157,-0.6915149094231665,-0.2807943040729493,190,282
2024-25,1631212,Peyton Watson,1610612743,-0.2885,-0.282,0.006500000000000006,0.006500000000000006,287,355,-68,-0.3,-0.36,-1.55,-0.5,0.17,-0.13,-0.31,-0.29,-0.2885,-0.282,0.5546370421031754,-0.2862579766498006,2575,7060
2024-25,1631222,Jake LaRavia,1610612763,-0.0745,-0.2898,-0.2153,0.2153,199,359,-160,0.76,-0.15,2.5,0.31,-0.15,-0.17,-0.08,-0.3,-0.0745,-0.2898,1.45329534923342,-0.29750185547188285,2747,5688
2024-25,1642359,Pacôme Dadiet,1610612752,-0.4119,-0.6988,-0.2869,0.2869,339,466,-127,-1.68,-2.33,-0.24,-1.39,0.02,-0.21,-0.66,-1.01,-0.4119,-0.6988,-0.5074822800585789,-0.30028689956265986,332,449
2024-25,201569,Eric Gordon,1610612755,-0.8887,-0.3215,0.5672,0.5672,434,369,65,-1.07,0.01,0.09,-0.88,-0.01,-0.09,-1.04,-0.342,-0.8887,-0.3215,-0.5991054712177151,-0.31336592000974645,1167,3131
2024-25,1630811,Keaton Wallace,1610612737,-0.266,-0.3654,-0.09939999999999999,0.09939999999999999,278,395,-117,-1.17,-0.38,0.09,0.49,0.02,0.2,-0.3294,-0.4,-0.266,-0.3654,-0.3643481384016916,-0.3511317027143183,942,2112
2024-25,1629669,Jaylen Nowell,1610612740,-0.4815,-0.6151,-0.1336,0.1336,360,451,-91,-1.14,-1.12,-0.49,-0.96,0.21,0.19,-0.6272,-0.8012,-0.4815,-0.6151,-0.4717517718520224,-0.3586778653684647,661,661
2024-25,1641732,Colby Jones,1610612758,-0.6432,-0.3735,0.2697,0.2697,400,397,3,-1.21,0.04,-3,-0.08,-0.15,-0.15,-0.98,-0.41,-0.6432,-0.3735,-0.4843653597575702,-0.3653172344278657,298,2047
2024-25,204060,Joe Ingles,1610612750,-0.3768,-0.7777,-0.4008999999999999,0.4008999999999999,326,481,-155,-2.01,-2.44,-0.2,-0.57,0.01,0.32,-1.1157,-1.11,-0.3768,-0.7777,-0.37839600194054535,-0.36865138906812045,102,468
2024-25,1642278,Tyler Kolek,1610612752,-0.181,-0.4701,-0.2891,0.2891,244,418,-174,-0.27,-1.94,-1.97,-2.74,-0.22,0.25,-0.26,-0.55,-0.181,-0.4701,0.047562262427335515,-0.38143060691215697,464,1177
2024-25,202066,Garrett Temple,1610612761,0.1223,-0.5281,-0.6504,0.6504,130,431,-301,0.18,-0.88,0.07,1.05,0.2,0.09,0.28,-0.64,0.1223,-0.5281,-0.042951369517691004,-0.3884501178342486,141,944
2024-25,1641723,Kobe Bufkin,1610612737,-0.5736,-0.7691,-0.1955,0.1955,383,480,-97,-0.77,-0.76,-1.26,-1.88,0.07,-0.16,-0.79,-1.0594,-0.5736,-0.7691,-0.22983248941459067,-0.4106195330462144,530,530
2024-25,203924,Jerami Grant,1610612757,-0.1982,-0.3004,-0.10220000000000001,0.10220000000000001,248,363,-115,-0.62,-0.09,-1.01,-1.79,0.11,-0.18,-0.21,-0.31,-0.1982,-0.3004,1.4235290979414716,-0.42620896694418003,3277,6242
2024-25,1630550,JT Thor,1610612739,0.0925,-0.5414,-0.6339,0.6339,141,435,-294,3.18,-1.03,-0.24,-2.07,0.04,-0.37,0.31,-0.65,0.0925,-0.5414,0.608185962598421,-0.4302462785191901,61,997
2024-25,203468,CJ McCollum,1610612740,0.3562,-0.2924,-0.6486000000000001,0.6486000000000001,73,361,-288,-0.01,-0.17,0.06,-0.53,0.44,0.19,0.39,-0.3,0.3562,-0.2924,0.6596136610488283,-0.43038253872691135,2134,7655
2024-25,200768,Kyle Lowry,1610612755,-0.2201,-0.363,-0.1429,0.1429,261,393,-132,-0.33,-0.39,-2.36,-0.1,-0.18,-0.06,-0.25,-0.39,-0.2201,-0.363,-0.03395881102233193,-0.4379841701381832,1564,2693
2024-25,1642346,Ryan Dunn,1610612756,-0.5399,-0.3091,0.23080000000000006,0.23080000000000006,376,366,10,-0.56,-0.32,0.41,-0.27,-0.11,0.13,-0.61,-0.32,-0.5399,-0.3091,-0.20822239773593793,-0.4602851729180034,1485,5655
