player,playerId,oldRank,newRank,rankChange,oldRankingScore,newRankingScore,actualPossessions,posteriorAbilityRate,abilityStandardError,seasonWar,eligibilityStatus
Cody Williams,1642262,542,544,-2,-1.39,-3.307667,4486,-1.3881,1.1244,-3.3077,eligible
Keyonte George,1641718,516,545,-29,-1.06,-3.431333,8764,-1.0559,1.0379,-3.4313,eligible
Ben Simmons,1627732,521,546,-25,-1.1,-3.656,4480,-1.1009,3.183,-3.656,eligible
Terry Rozier,1626179,517,547,-30,-1.06,-3.749,6584,-1.0579,1.4429,-3.749,eligible
Draymond Green,203110,472,548,-76,-0.71,-3.924333,8372,-0.713,3.0915,-3.9243,eligible
Carlton Carrington,1642267,494,549,-55,-0.86,-4.349667,10321,-0.8633,1.8635,-4.3497,eligible
Stephon Castle,1642264,488,550,-62,-0.81,-4.497667,8820,-0.8116,1.6421,-4.4977,eligible
Kyle Kuzma,1628398,484,551,-67,-0.78,-4.499333,8258,-0.7811,0.9201,-4.4993,eligible
Alexandre Sarr,1642259,522,552,-30,-1.1,-4.779667,7695,-1.1014,1.9784,-4.7797,eligible
Trae Young,1629027,532,553,-21,-1.25,-5.409667,11689,-1.2486,2.2948,-5.4097,eligible
Russell Westbrook,201566,549,554,-5,-1.57,-6.240333,9022,-1.5653,2.8308,-6.2403,eligible
Isaiah Collier,1642268,555,555,0,-2.37,-7.037667,7772,-2.369,2.2398,-7.0377,eligible
