player,playerId,oldRank,newRank,rankChange,oldRankingScore,newRankingScore,actualPossessions,posteriorAbilityRate,abilityStandardError,seasonWar,eligibilityStatus
Caris LeVert,1627747,360,543,-183,-0.29,-1.830333,4704,-0.2878,1.2217,-1.8303,eligible
D'Angelo Russell,1626156,555,544,11,-1.2,-1.916333,1995,-1.1956,1.7541,-1.9163,eligible
Jaime Jaquez Jr.,1631170,479,545,-66,-0.65,-1.944333,9104,-0.6458,1.6527,-1.9443,eligible
Lonzo Ball,1628366,567,546,21,-1.48,-1.978667,3065,-1.4773,1.5185,-1.9787,eligible
Jamal Shead,1642347,440,547,-107,-0.5,-1.992333,7611,-0.4969,1.6791,-1.9923,eligible
Stephon Castle,1642264,481,548,-67,-0.66,-2.035,8371,-0.6641,1.5627,-2.035,eligible
Andrew Nembhard,1629614,451,549,-98,-0.54,-2.071,7387,-0.5355,0.8808,-2.071,eligible
Pat Spencer,1630311,486,550,-64,-0.69,-2.132667,5022,-0.6924,1.5295,-2.1327,eligible
Jahmai Mashack,1642942,490,551,-61,-0.71,-2.154667,2775,-0.7089,1.5456,-2.1547,eligible
Drake Powell,1642962,492,552,-60,-0.72,-2.169667,5283,-0.7226,1.9432,-2.1697,eligible
Tre Mann,1630544,552,553,-1,-1.18,-2.237333,2708,-1.1827,1.5392,-2.2373,eligible
Tre Johnson,1642848,342,554,-212,-0.25,-2.299667,6116,-0.2518,2.1063,-2.2997,eligible
Jeremiah Fears,1642847,446,555,-109,-0.51,-2.386,8958,-0.5086,0.6399,-2.386,eligible
Jarace Walker,1641716,461,556,-95,-0.56,-2.435,8366,-0.5567,0.8807,-2.435,eligible
Patrick Williams,1630172,519,557,-38,-0.83,-2.464667,6385,-0.8339,0.7134,-2.4647,eligible
Ben Saraf,1642879,571,558,13,-1.72,-2.591667,3769,-1.7188,1.1248,-2.5917,eligible
Ace Bailey,1642846,532,559,-27,-0.91,-2.631667,8566,-0.9088,0.6109,-2.6317,eligible
Nique Clifford,1642363,441,560,-119,-0.5,-2.648667,7879,-0.4974,3.1475,-2.6487,eligible
Khris Middleton,203114,540,561,-21,-1,-2.827,6152,-0.9976,1.6045,-2.827,eligible
Nikola Jović,1631107,538,562,-24,-0.97,-2.966,3583,-0.9661,2.0428,-2.966,eligible
Isaiah Collier,1642268,529,563,-34,-0.89,-3.027,6280,-0.8916,1.7715,-3.027,eligible
Josh Giddey,1630581,419,564,-145,-0.45,-3.072,7473,-0.448,1.5976,-3.072,eligible
Rob Dillingham,1642265,553,565,-12,-1.18,-3.212667,4281,-1.1751,0.2726,-3.2127,eligible
Walter Clayton Jr.,1642383,482,566,-84,-0.66,-3.220333,5862,-0.6576,2.2661,-3.2203,eligible
Cody Williams,1642262,513,567,-54,-0.81,-3.250333,6949,-0.8068,0.7846,-3.2503,eligible
Ousmane Dieng,1631172,527,568,-41,-0.88,-3.276667,4538,-0.8812,1.0255,-3.2767,eligible
Dennis Schröder,203471,494,569,-75,-0.73,-3.296333,7112,-0.7295,1.0169,-3.2963,eligible
Ryan Nembhard,1642948,568,570,-2,-1.52,-3.424,4871,-1.5177,1.9872,-3.424,eligible
Derik Queen,1642852,546,571,-25,-1.09,-3.832,8778,-1.0853,0.7128,-3.832,eligible
Nolan Traore,1642849,557,572,-15,-1.24,-4.317,5042,-1.2408,1.4678,-4.317,eligible
Russell Westbrook,201566,572,573,-1,-1.72,-5.120333,7685,-1.7154,1.9695,-5.1203,eligible
Draymond Green,203110,560,574,-14,-1.31,-5.217667,7704,-1.3061,1.7921,-5.2177,eligible
Bub Carrington,1642267,551,575,-24,-1.16,-5.666333,9635,-1.156,0.2593,-5.6663,eligible
